number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,010,base,001,0,7,7,006,001,001,10.850455531419323,16.084745533305878
001,010,base,001,0,7,7,006,002,001,11.3917522617512,23.84461852634118
001,010,base,001,0,7,7,006,003,001,11.418163671457611,8.544493955129516
001,010,base,001,0,7,7,006,004,001,11.000132628580943,6.42065671472895
001,010,base,002,0,7,14,006,001,001,5.6122323176015305,25.135098387725968
001,010,base,002,0,7,14,006,002,001,8.424444403062687,61.661997842022025
001,010,base,002,0,7,14,006,003,001,9.928221246991566,9.12648194320285
001,010,base,002,0,7,14,006,004,001,9.73672146554632,6.509766047287641
001,010,base,003,0,7,21,006,001,001,1.9928559285167048e-13,51.7015227567111
001,010,base,003,0,7,21,006,002,001,4.596595234447827,69.52867084957737
001,010,base,003,0,7,21,006,003,001,7.7727814290046195,15.054288358477912
001,010,base,003,0,7,21,006,004,001,8.412101906674689,14.841300612486936
001,010,base,004,0,7,28,006,001,001,1.2044592386743843e-12,167.4894895678769
001,010,base,004,0,7,28,006,002,001,0.5339835617826443,96.58073840713509
001,010,base,004,0,7,28,006,003,001,6.281177263189057,19.184414211247994
001,010,base,004,0,7,28,006,004,001,6.99235037493801,18.227996388487053
001,010,base,005,0,7,35,006,001,001,1.4898737524365218e-12,80.15169868329302
001,010,base,005,0,7,35,006,002,001,6.645746408174058e-13,98.17894404415857
001,010,base,005,0,7,35,006,003,001,4.067512520542534,40.25545783706074
001,010,base,005,0,7,35,006,004,001,5.719680880126485,18.99726907367002
001,010,base,006,7,7,7,006,001,001,13.324474174109957,23.18989366468574
001,010,base,006,7,7,7,006,002,001,15.079333894707094,34.56796604588977
001,010,base,006,7,7,7,006,003,001,15.26449063195159,9.133385001116011
001,010,base,006,7,7,7,006,004,001,14.738393146764494,10.710620794576029
001,010,base,007,7,7,14,006,001,001,5.977215733480364,31.993626024608144
001,010,base,007,7,7,14,006,002,001,10.3605224168753,68.12232520217582
001,010,base,007,7,7,14,006,003,001,12.596340096000324,14.183621299457274
001,010,base,007,7,7,14,006,004,001,12.582595754518557,17.88310226586486
001,010,base,008,7,7,21,006,001,001,9.66265899349516e-13,93.67836955953719
001,010,base,008,7,7,21,006,002,001,5.566036725881706,66.8876326848984
001,010,base,008,7,7,21,006,003,001,10.597249517420686,19.73418870847674
001,010,base,008,7,7,21,006,004,001,11.131634063647866,23.25097348151732
001,010,base,009,7,7,28,006,001,001,1.9811340784887275e-12,164.70192609471795
