number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,010,base,001,0,7,7,002,001,001,2.3373873745757567,13.279487780348614
001,010,base,001,0,7,7,002,002,001,2.865161505093195,16.48999290422662
001,010,base,001,0,7,7,002,003,001,6.786175354607698,13.173674623938588
001,010,base,001,0,7,7,002,004,001,7.500864493942999,8.269069647216297
001,010,base,001,0,7,7,002,005,001,7.6328141271286665,7.434159023175899
001,010,base,001,0,7,7,002,006,001,7.475552164514529,12.640698801091315
001,010,base,001,0,7,7,002,007,001,7.884184255165535,19.475406512283488
001,010,base,001,0,7,7,002,008,001,8.853482030825358,23.558431504713504
001,010,base,001,0,7,7,002,009,001,10.00795779217707,14.88374578620976
001,010,base,001,0,7,7,002,010,001,10.428346452392251,10.102615114485777
001,010,base,001,0,7,7,002,011,001,10.354145233739748,9.000717378527233
001,010,base,001,0,7,7,002,012,001,10.240564281312395,5.764562977380673
001,010,base,002,0,7,14,002,001,001,8.285523708890168e-14,34.36932418672737
001,010,base,002,0,7,14,002,002,001,1.0285455645054902,39.79182260592961
001,010,base,002,0,7,14,002,003,001,4.795153745032463,18.199075403123626
001,010,base,002,0,7,14,002,004,001,6.055182254545635,10.111531191949151
001,010,base,002,0,7,14,002,005,001,6.460672578297249,8.187891674927906
001,010,base,002,0,7,14,002,006,001,6.461458021441072,11.028396771685925
001,010,base,002,0,7,14,002,007,001,6.774391870538524,67.90331397622819
001,010,base,002,0,7,14,002,008,001,8.15751050995659,28.920149424646944
001,010,base,002,0,7,14,002,009,001,9.339060158704694,14.848629330209542
001,010,base,002,0,7,14,002,010,001,9.788794952563029,10.969784027234391
001,010,base,002,0,7,14,002,011,001,9.840357260230736,9.500357658908687
001,010,base,002,0,7,14,002,012,001,9.748485741075793,5.726920530722153
001,010,base,003,0,7,21,002,001,001,1.5153434952049437e-13,92.431566367633
001,010,base,003,0,7,21,002,002,001,1.5779758406226569e-13,234.87256629480066
001,010,base,003,0,7,21,002,003,001,3.249320596101376,32.968835268469434
