number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,001,base,001,0,7,7,006,001,001,14.993885632762538,13.744274626572862
001,001,base,001,0,7,7,006,002,001,14.300730999445864,11.85658731185229
001,001,base,001,0,7,7,006,003,001,13.170293951689237,8.019343993531246
001,001,base,001,0,7,7,006,004,001,12.484195934686104,5.654869186467661
001,001,base,002,0,7,14,006,001,001,14.865690874747528,13.236712374761774
001,001,base,002,0,7,14,006,002,001,14.070646508280387,11.203584802594053
001,001,base,002,0,7,14,006,003,001,12.915437877096215,7.391789151804535
001,001,base,002,0,7,14,006,004,001,12.205674705222592,6.478777024793879
001,001,base,003,0,7,21,006,001,001,14.565367667042182,12.977125797568242
001,001,base,003,0,7,21,006,002,001,13.748781033031932,10.671732697546574
001,001,base,003,0,7,21,006,003,001,12.654409997301002,7.327728184796932
001,001,base,003,0,7,21,006,004,001,11.964774859119412,7.10967499885518
001,001,base,004,0,7,28,006,001,001,13.02388934480635,13.948713204671185
001,001,base,004,0,7,28,006,002,001,12.815562176414314,11.921163951260354
001,001,base,004,0,7,28,006,003,001,12.101078123656686,7.08080749514609
001,001,base,004,0,7,28,006,004,001,11.420792197756791,6.869844231037566
001,001,base,005,0,7,35,006,001,001,12.460309868673344,14.374169698034866
001,001,base,005,0,7,35,006,002,001,12.478424022968712,12.254977692865133
001,001,base,005,0,7,35,006,003,001,11.873168916426081,7.409986430812135
001,001,base,005,0,7,35,006,004,001,11.224540723028325,6.819213611956316
001,001,base,006,7,7,7,006,001,001,22.791894117311966,18.96140112372289
001,001,base,006,7,7,7,006,002,001,21.29505310306464,17.670188362448272
001,001,base,006,7,7,7,006,003,001,19.328875563133536,8.47318259755653
001,001,base,006,7,7,7,006,004,001,18.190364830443094,7.107935858385244
001,001,base,007,7,7,14,006,001,001,22.260567132515487,17.851485228520804
001,001,base,007,7,7,14,006,002,001,20.710598325247048,15.873667478564622
001,001,base,007,7,7,14,006,003,001,18.748224373738285,7.065598994994546
001,001,base,007,7,7,14,006,004,001,17.60487364177827,8.968063427732082
001,001,base,008,7,7,21,006,001,001,21.89190343431394,17.916476841320833
001,001,base,008,7,7,21,006,002,001,20.4133421368446,16.562329166763277
001,001,base,008,7,7,21,006,003,001,18.552902801714,7.150265031284321
001,001,base,008,7,7,21,006,004,001,17.425156392028313,8.704879682283424
001,001,base,009,7,7,28,006,001,001,20.209530042621626,19.64366682563057
001,001,base,009,7,7,28,006,002,001,19.55702575544465,18.170707956007842
001,001,base,009,7,7,28,006,003,001,18.072858244535283,7.362852906026318
001,001,base,009,7,7,28,006,004,001,16.993685488353265,7.952364731192737
001,001,base,010,7,7,35,006,001,001,19.99181488425283,19.764055942447396
001,001,base,010,7,7,35,006,002,001,19.486671765713265,18.24947789521007
001,001,base,010,7,7,35,006,003,001,17.927660186804054,7.431254188448369
001,001,base,010,7,7,35,006,004,001,16.85129856461554,7.93088599638624
