date_day,date_day_shift_k,y,type_model,number_xy,number_combination_features,name_data_set,number_grid_combinations_kNp_dates_train_test,number_combination_kNp,group_dates_train_test,number_dates_train_test,number_hyp_par_grid,k,N,p
2021-11-23,2021-11-23,60.88899847567082,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-24,2021-11-24,54.10716561675073,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-25,2021-11-25,53.08613412827254,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-26,2021-11-26,48.35960097610951,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-27,2021-11-27,49.06338563263417,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-28,2021-11-28,49.47492204457522,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-29,2021-11-29,51.549065890908246,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-11-30,2021-11-30,54.51085858643056,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-01,2021-12-01,60.29358222782612,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-02,2021-12-02,63.98416689634323,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-03,2021-12-03,62.425716987252244,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-04,2021-12-04,63.16327470541001,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-05,2021-12-05,64.20489075183869,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-06,2021-12-06,67.12589512765408,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-07,2021-12-07,69.05203997492791,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-08,2021-12-08,64.6724902421236,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-09,2021-12-09,66.2627062112093,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-10,2021-12-10,66.61664322316646,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-11,2021-12-11,67.77547820806504,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-12,2021-12-12,64.40200195908547,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-13,2021-12-13,69.92298474013805,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-14,2021-12-14,64.68448030948639,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-15,2021-12-15,58.60729144811631,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-16,2021-12-16,57.985100284218795,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-17,2021-12-17,59.85315443873406,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-18,2021-12-18,59.195379832386976,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-19,2021-12-19,61.16145339906216,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-20,2021-12-20,62.17287721633912,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-21,2021-12-21,56.12545687705279,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-22,2021-12-22,62.852709653973584,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-23,2021-12-23,57.346940398216255,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-24,2021-12-24,54.757136839628224,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-25,2021-12-25,49.436424119770535,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-26,2021-12-26,46.88469784706832,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-27,2021-12-27,46.68910705894233,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-28,2021-12-28,41.62293969839812,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-29,2021-12-29,41.92902486324311,lstm,001,008,base,003,001,006,001,001,0,7,7
2021-12-30,2021-12-30,44.42405705600978,lstm,001,008,base,003,001,006,001,001,0,7,7
