number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_nn,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
001,000,base,001,0,7,7,002,001,13.99251095534576,1.719597505849607,003,1,16,0,relu,none,adam,5e-4,mse,10
001,000,base,002,0,7,14,002,001,13.88893640907787,1.6284053757280148,003,1,16,0,relu,none,adam,5e-4,mse,10
001,000,base,003,0,7,21,002,001,13.199141557022688,1.6001434322390522,003,1,16,0,relu,none,adam,5e-4,mse,10
001,000,base,004,0,7,28,002,001,11.346765819512905,1.6683296972427926,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,base,005,0,7,35,002,001,10.05376269808118,1.5803152637559188,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,base,006,7,7,7,002,001,15.176172979403853,1.9096974627182612,003,1,16,0,relu,none,adam,5e-4,mse,10
001,000,base,007,7,7,14,002,001,14.724051726471098,1.8786506816101365,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,base,008,7,7,21,002,001,13.718712985444292,1.8952826920635388,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,base,009,7,7,28,002,001,9.753849005498912,1.9306527980815873,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,base,010,7,7,35,002,001,6.09301977842594,1.9044694272277893,003,2,16,32,relu,relu,adam,5e-4,mse,10
001,000,base,011,14,7,7,002,001,14.559673957136871,2.871602363900796,003,1,32,0,relu,none,adam,5e-4,mse,10
001,000,base,012,14,7,14,002,001,12.82076276201386,2.8103119255278077,003,2,16,32,relu,relu,adam,5e-4,mse,10
001,000,base,013,14,7,21,002,001,8.612643362028521,2.7618291624431635,003,2,16,32,relu,relu,adam,5e-4,mse,10
001,000,base,014,14,7,28,002,001,4.568208780387508,2.8007734595184397,003,2,64,32,relu,relu,adam,5e-4,mse,10
001,000,base,015,14,7,35,002,001,2.0101740796450707,2.7761082326443356,003,2,16,16,relu,relu,adam,0.002,mse,25
001,000,base,016,21,7,7,002,001,12.371112652106932,3.144870047155559,003,1,16,0,relu,none,adam,5e-4,mse,25
001,000,base,017,21,7,14,002,001,9.160830910999518,3.042129374448294,003,2,64,16,relu,relu,adam,5e-4,mse,10
001,000,base,018,21,7,21,002,001,5.680735095473911,3.043312228314298,003,2,16,32,relu,relu,adam,0.001,mse,10
001,000,base,019,21,7,28,002,001,3.0755425468766315,3.050185945496862,003,2,16,32,relu,relu,adam,0.001,mse,25
001,000,base,020,21,7,35,002,001,1.5304011701946132,3.0388088320675566,003,2,16,32,relu,relu,adam,0.005,mse,50
001,000,base,021,28,7,7,002,001,9.352212363504277,4.63447598602149,003,1,64,0,relu,none,adam,0.001,mse,10
001,000,base,022,28,7,14,002,001,6.026554231966927,4.634254663461011,003,2,64,16,relu,relu,adam,5e-4,mse,25
001,000,base,023,28,7,21,002,001,2.9958770192756465,4.643814021276512,003,2,16,32,relu,relu,adam,0.005,mse,10
001,000,base,024,28,7,28,002,001,1.6702806225760172,4.680788802449273,003,2,16,32,relu,relu,adam,0.005,mse,25
001,000,base,025,28,7,35,002,001,1.64406440943482,4.80383584781458,003,2,16,32,relu,relu,adam,0.005,mse,50
001,000,base,001,0,7,7,002,002,4.380158240785338,17.620977125808622,003,1,32,0,relu,none,adam,0.005,mse,10
001,000,base,002,0,7,14,002,002,3.9249958566084344,19.296482450230204,003,1,32,0,relu,none,adam,0.002,mse,25
001,000,base,003,0,7,21,002,002,3.383967055327397,19.82841837181753,003,1,64,0,relu,none,adam,0.002,mse,10
001,000,base,004,0,7,28,002,002,1.483381127270537,22.22896483281421,003,1,64,0,relu,none,adam,0.002,mse,50
001,000,base,005,0,7,35,002,002,1.1733874965712563,26.304190393267824,003,1,32,0,relu,none,adam,0.002,mse,50
001,000,base,006,7,7,7,002,002,4.337608482672186,30.281508016453618,003,2,64,32,relu,relu,adam,0.005,mse,50
001,000,base,007,7,7,14,002,002,5.381399525159261,33.30073620366927,003,1,16,0,relu,none,adam,0.005,mse,25
001,000,base,008,7,7,21,002,002,2.0623905795677158,32.87548263896261,003,1,64,0,relu,none,adam,0.002,mse,50
001,000,base,009,7,7,28,002,002,0.9843486377967842,32.93275922680048,003,1,64,0,relu,none,adam,0.002,mse,50
001,000,base,010,7,7,35,002,002,0.8540912214548607,37.22446679842577,003,1,64,0,relu,none,adam,0.005,mse,50
001,000,base,011,14,7,7,002,002,8.209344608387372,43.98277753217509,003,2,64,32,relu,relu,adam,5e-4,mse,10
001,000,base,012,14,7,14,002,002,5.635314751124284,45.91509889893297,003,1,32,0,relu,none,adam,0.005,mse,25
001,000,base,013,14,7,21,002,002,0.9459372592704425,42.106841769538754,003,1,64,0,relu,none,adam,0.005,mse,50
001,000,base,014,14,7,28,002,002,0.8741419232994733,44.765156014019794,003,1,64,0,relu,none,adam,0.005,mse,50
001,000,base,015,14,7,35,002,002,0.8541881745985215,49.676261401943336,003,1,64,0,relu,none,adam,0.005,mse,50
001,000,base,016,21,7,7,002,002,7.099420540401047,51.877258064539475,003,2,64,16,relu,relu,adam,0.005,mse,50
001,000,base,017,21,7,14,002,002,2.934778787388237,50.507256220542075,003,2,64,8,relu,relu,adam,0.005,mse,50
001,000,base,018,21,7,21,002,002,1.1153061257068464,51.18643447134618,003,1,64,0,relu,none,adam,0.005,mse,50
