number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,007,base,001,0,7,7,006,001,001,15.396138023029517,15.101008506279825
001,007,base,001,0,7,7,006,002,001,14.744790972146925,18.314394324562446
001,007,base,001,0,7,7,006,003,001,13.720266553310909,7.777079627540541
001,007,base,001,0,7,7,006,004,001,13.06106924049722,7.683233766114287
001,007,base,002,0,7,14,006,001,001,13.265104750299928,17.743349993527197
001,007,base,002,0,7,14,006,002,001,13.299668568398701,23.279097035199538
001,007,base,002,0,7,14,006,003,001,12.555290743113396,9.844127455972032
001,007,base,002,0,7,14,006,004,001,12.109335686758076,8.863772484405262
001,007,base,003,0,7,21,006,001,001,8.896842703790663,33.32798319437889
001,007,base,003,0,7,21,006,002,001,11.189262990138099,31.457031337895657
001,007,base,003,0,7,21,006,003,001,11.40027835595983,11.772261192867672
001,007,base,003,0,7,21,006,004,001,11.228955445169738,8.633955255372923
001,007,base,004,0,7,28,006,001,001,2.6488318490414233e-12,313.6226222413921
001,007,base,004,0,7,28,006,002,001,8.935543449532048,21.05815574363003
001,007,base,004,0,7,28,006,003,001,9.499618702630702,18.65757041582921
001,007,base,004,0,7,28,006,004,001,10.201663720958349,16.633287814682987
001,007,base,005,0,7,35,006,001,001,2.8657303434144443e-12,286.6309061761145
001,007,base,005,0,7,35,006,002,001,5.4017004784479346,58.36219013156112
001,007,base,005,0,7,35,006,003,001,7.698894570629076,22.210348997763624
001,007,base,005,0,7,35,006,004,001,8.848294499300799,10.901946595448035
001,007,base,006,7,7,7,006,001,001,23.50794594221742,20.377220298752206
001,007,base,006,7,7,7,006,002,001,22.118306107590048,35.83811701338388
001,007,base,006,7,7,7,006,003,001,20.305295166690257,13.353921872223472
001,007,base,006,7,7,7,006,004,001,19.36723309967609,8.922774068330568
001,007,base,007,7,7,14,006,001,001,18.26404022859053,24.669650382852144
001,007,base,007,7,7,14,006,002,001,19.087846339545102,53.018985407206586
001,007,base,007,7,7,14,006,003,001,18.498137663085437,15.388268666958876
001,007,base,007,7,7,14,006,004,001,17.721628259093816,10.307832236545512
001,007,base,008,7,7,21,006,001,001,11.911416172713896,36.756573601559346
001,007,base,008,7,7,21,006,002,001,15.307674684159895,63.37724293083945
001,007,base,008,7,7,21,006,003,001,15.629642653374637,23.649790125985255
001,007,base,008,7,7,21,006,004,001,15.955832171377699,13.515652461246175
001,007,base,009,7,7,28,006,001,001,1.4905058330967226e-12,361.17677930004345
001,007,base,009,7,7,28,006,002,001,10.772668863569399,28.1713838902705
001,007,base,009,7,7,28,006,003,001,11.865864880038366,34.31033570609772
001,007,base,009,7,7,28,006,004,001,13.771660046686339,20.320544970673065
001,007,base,010,7,7,35,006,001,001,1.0874707209661176e-11,902.4703546773728
001,007,base,010,7,7,35,006,002,001,5.106926144026247,66.71335144372974
001,007,base,010,7,7,35,006,003,001,9.455428675569607,42.94286809026168
001,007,base,010,7,7,35,006,004,001,12.111010021135199,13.873072985549223
001,007,base,011,14,7,7,006,001,001,29.584568261891008,23.17896228475809
001,007,base,011,14,7,7,006,002,001,27.130837553329442,53.18746423576916
001,007,base,011,14,7,7,006,003,001,25.392016605864022,14.88373701109845
001,007,base,011,14,7,7,006,004,001,24.12648927624432,15.143126442110457
001,007,base,012,14,7,14,006,001,001,20.396052871052337,29.034297403359655
001,007,base,012,14,7,14,006,002,001,21.473897330466894,92.05778333033444
001,007,base,012,14,7,14,006,003,001,22.464472338357247,20.136991543253426
001,007,base,012,14,7,14,006,004,001,21.799269497892283,14.994028240013094
001,007,base,013,14,7,21,006,001,001,9.92803530879416,55.16855187747803
001,007,base,013,14,7,21,006,002,001,14.926560300315707,118.29227635023013
001,007,base,013,14,7,21,006,003,001,17.689957307116057,28.78058052627689
001,007,base,013,14,7,21,006,004,001,18.459583562654384,15.351872258296506
001,007,base,014,14,7,28,006,001,001,1.2035766437044046e-12,404.2414611522989
001,007,base,014,14,7,28,006,002,001,9.204627900665983,156.2636629959426
001,007,base,014,14,7,28,006,003,001,13.36369589758406,38.81690468563068
001,007,base,014,14,7,28,006,004,001,15.479878244954664,16.248934509046435
001,007,base,015,14,7,35,006,001,001,9.262803681045862e-12,2560.4350671010793
001,007,base,015,14,7,35,006,002,001,5.690717498921087,117.76553402747167
001,007,base,015,14,7,35,006,003,001,11.080645440870747,45.12791238753409
001,007,base,015,14,7,35,006,004,001,13.22178945204968,17.83234600848441
001,007,base,016,21,7,7,006,001,001,31.597307254297093,29.207853040517612
001,007,base,016,21,7,7,006,002,001,29.631817900172457,65.60153308520644
001,007,base,016,21,7,7,006,003,001,28.031494661567024,17.383241976130794
001,007,base,016,21,7,7,006,004,001,26.73110438476796,19.92846274361093
001,007,base,017,21,7,14,006,001,001,19.94239023113676,34.204172690184414
001,007,base,017,21,7,14,006,002,001,22.67384306782919,113.14725854211326
001,007,base,017,21,7,14,006,003,001,23.672652165532554,20.840608478535223
001,007,base,017,21,7,14,006,004,001,23.18400244343226,20.22596592862616
001,007,base,018,21,7,21,006,001,001,7.932004150231825,56.42452262719457
001,007,base,018,21,7,21,006,002,001,12.719022993629858,175.69145590784524
001,007,base,018,21,7,21,006,003,001,18.09264643540383,28.370974259278047
001,007,base,018,21,7,21,006,004,001,18.75362412937293,21.090815057080473
001,007,base,019,21,7,28,006,001,001,5.030955059826472e-13,73.96702508218071
001,007,base,019,21,7,28,006,002,001,9.254350063538103,207.91825905347295
001,007,base,019,21,7,28,006,003,001,14.456420691940863,35.65594568279619
001,007,base,019,21,7,28,006,004,001,15.553448952695522,20.938175087126297
001,007,base,020,21,7,35,006,001,001,3.960680047801996e-12,382.4833668980035
001,007,base,020,21,7,35,006,002,001,3.1562828655936186,422.69227620846016
001,007,base,020,21,7,35,006,003,001,12.71014472246121,38.37930366586425
001,007,base,020,21,7,35,006,004,001,13.577023130637638,27.296242544837348
001,007,base,021,28,7,7,006,001,001,31.21095759685189,38.30648290901428
001,007,base,021,28,7,7,006,002,001,30.628992174992796,63.63949562424934
001,007,base,021,28,7,7,006,003,001,28.298597237681978,16.29516432101531
001,007,base,021,28,7,7,006,004,001,27.22930894313713,26.809772345188726
001,007,base,022,28,7,14,006,001,001,16.326810822615187,46.32147677960132
001,007,base,022,28,7,14,006,002,001,22.466583191749013,108.04809046886328
001,007,base,022,28,7,14,006,003,001,23.214056244991674,18.935376630300564
001,007,base,022,28,7,14,006,004,001,22.743049001231167,28.262890101856573
001,007,base,023,28,7,21,006,001,001,4.8859017832939236,41.88969133061361
001,007,base,023,28,7,21,006,002,001,14.73865418911583,160.12670460218447
001,007,base,023,28,7,21,006,003,001,18.3591207399924,23.988979215697185
001,007,base,023,28,7,21,006,004,001,18.165692597980268,29.68067534161758
001,007,base,024,28,7,28,006,001,001,9.782086952970127e-13,61.5756129196889
001,007,base,024,28,7,28,006,002,001,10.970637482079526,313.4031928325998
001,007,base,024,28,7,28,006,003,001,15.409453079823441,29.170141359706495
001,007,base,024,28,7,28,006,004,001,15.333788276225114,31.465806904747758
001,007,base,025,28,7,35,006,001,001,6.10679887812912e-13,58.523506497206554
001,007,base,025,28,7,35,006,002,001,1.7201731592293756,647.9456252896185
001,007,base,025,28,7,35,006,003,001,13.84932790606185,31.194974260242503
001,007,base,025,28,7,35,006,004,001,13.495250560201804,37.42221356382956
