iteration,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
10,2,32,8,relu,relu,adam,5e-4,mse,10
11,2,32,8,relu,relu,adam,5e-4,mse,10
12,2,32,8,relu,relu,adam,5e-4,mse,10
13,2,32,8,relu,relu,adam,5e-4,mse,10
14,2,32,8,relu,relu,adam,5e-4,mse,10
15,2,32,8,relu,relu,adam,5e-4,mse,10
16,2,32,8,relu,relu,adam,5e-4,mse,10
17,2,32,8,relu,relu,adam,5e-4,mse,10
18,2,32,8,relu,relu,adam,5e-4,mse,10
19,2,32,8,relu,relu,adam,5e-4,mse,10
20,2,32,8,relu,relu,adam,5e-4,mse,10
21,2,32,8,relu,relu,adam,5e-4,mse,10
22,2,32,8,relu,relu,adam,5e-4,mse,10
23,2,32,8,relu,relu,adam,5e-4,mse,10
24,2,32,8,relu,relu,adam,5e-4,mse,10
25,2,32,8,relu,relu,adam,5e-4,mse,10
26,2,32,8,relu,relu,adam,5e-4,mse,10
27,2,32,8,relu,relu,adam,5e-4,mse,10
28,2,32,8,relu,relu,adam,5e-4,mse,10
29,2,32,8,relu,relu,adam,5e-4,mse,10
30,2,32,8,relu,relu,adam,5e-4,mse,10
31,2,32,8,relu,relu,adam,5e-4,mse,10
32,2,32,8,relu,relu,adam,5e-4,mse,10
33,2,32,8,relu,relu,adam,5e-4,mse,10
34,2,32,8,relu,relu,adam,5e-4,mse,10
35,2,32,8,relu,relu,adam,5e-4,mse,10
36,2,32,8,relu,relu,adam,5e-4,mse,10
37,2,32,8,relu,relu,adam,5e-4,mse,10
38,2,32,8,relu,relu,adam,5e-4,mse,10
39,2,32,8,relu,relu,adam,5e-4,mse,10
40,2,32,8,relu,relu,adam,5e-4,mse,10
41,2,32,8,relu,relu,adam,5e-4,mse,10
42,2,32,8,relu,relu,adam,5e-4,mse,10
43,2,32,8,relu,relu,adam,5e-4,mse,10
44,2,32,8,relu,relu,adam,5e-4,mse,10
45,2,32,8,relu,relu,adam,5e-4,mse,10
46,2,32,8,relu,relu,adam,5e-4,mse,10
47,2,32,8,relu,relu,adam,5e-4,mse,10
48,2,32,8,relu,relu,adam,5e-4,mse,10
49,2,32,8,relu,relu,adam,5e-4,mse,10
50,2,32,8,relu,relu,adam,5e-4,mse,10
1,2,64,8,relu,relu,adam,5e-4,mse,10
2,2,64,8,relu,relu,adam,5e-4,mse,10
3,2,64,8,relu,relu,adam,5e-4,mse,10
4,2,64,8,relu,relu,adam,5e-4,mse,10
5,2,64,8,relu,relu,adam,5e-4,mse,10
6,2,64,8,relu,relu,adam,5e-4,mse,10
7,2,64,8,relu,relu,adam,5e-4,mse,10
8,2,64,8,relu,relu,adam,5e-4,mse,10
9,2,64,8,relu,relu,adam,5e-4,mse,10
10,2,64,8,relu,relu,adam,5e-4,mse,10
11,2,64,8,relu,relu,adam,5e-4,mse,10
12,2,64,8,relu,relu,adam,5e-4,mse,10
13,2,64,8,relu,relu,adam,5e-4,mse,10
14,2,64,8,relu,relu,adam,5e-4,mse,10
15,2,64,8,relu,relu,adam,5e-4,mse,10
16,2,64,8,relu,relu,adam,5e-4,mse,10
17,2,64,8,relu,relu,adam,5e-4,mse,10
18,2,64,8,relu,relu,adam,5e-4,mse,10
19,2,64,8,relu,relu,adam,5e-4,mse,10
20,2,64,8,relu,relu,adam,5e-4,mse,10
21,2,64,8,relu,relu,adam,5e-4,mse,10
22,2,64,8,relu,relu,adam,5e-4,mse,10
23,2,64,8,relu,relu,adam,5e-4,mse,10
24,2,64,8,relu,relu,adam,5e-4,mse,10
25,2,64,8,relu,relu,adam,5e-4,mse,10
26,2,64,8,relu,relu,adam,5e-4,mse,10
27,2,64,8,relu,relu,adam,5e-4,mse,10
28,2,64,8,relu,relu,adam,5e-4,mse,10
29,2,64,8,relu,relu,adam,5e-4,mse,10
30,2,64,8,relu,relu,adam,5e-4,mse,10
31,2,64,8,relu,relu,adam,5e-4,mse,10
32,2,64,8,relu,relu,adam,5e-4,mse,10
33,2,64,8,relu,relu,adam,5e-4,mse,10
34,2,64,8,relu,relu,adam,5e-4,mse,10
35,2,64,8,relu,relu,adam,5e-4,mse,10
36,2,64,8,relu,relu,adam,5e-4,mse,10
37,2,64,8,relu,relu,adam,5e-4,mse,10
38,2,64,8,relu,relu,adam,5e-4,mse,10
39,2,64,8,relu,relu,adam,5e-4,mse,10
40,2,64,8,relu,relu,adam,5e-4,mse,10
41,2,64,8,relu,relu,adam,5e-4,mse,10
42,2,64,8,relu,relu,adam,5e-4,mse,10
43,2,64,8,relu,relu,adam,5e-4,mse,10
44,2,64,8,relu,relu,adam,5e-4,mse,10
45,2,64,8,relu,relu,adam,5e-4,mse,10
46,2,64,8,relu,relu,adam,5e-4,mse,10
47,2,64,8,relu,relu,adam,5e-4,mse,10
48,2,64,8,relu,relu,adam,5e-4,mse,10
49,2,64,8,relu,relu,adam,5e-4,mse,10
50,2,64,8,relu,relu,adam,5e-4,mse,10
1,2,16,16,relu,relu,adam,5e-4,mse,10
2,2,16,16,relu,relu,adam,5e-4,mse,10
3,2,16,16,relu,relu,adam,5e-4,mse,10
4,2,16,16,relu,relu,adam,5e-4,mse,10
5,2,16,16,relu,relu,adam,5e-4,mse,10
6,2,16,16,relu,relu,adam,5e-4,mse,10
7,2,16,16,relu,relu,adam,5e-4,mse,10
8,2,16,16,relu,relu,adam,5e-4,mse,10
9,2,16,16,relu,relu,adam,5e-4,mse,10
10,2,16,16,relu,relu,adam,5e-4,mse,10
11,2,16,16,relu,relu,adam,5e-4,mse,10
12,2,16,16,relu,relu,adam,5e-4,mse,10
13,2,16,16,relu,relu,adam,5e-4,mse,10
14,2,16,16,relu,relu,adam,5e-4,mse,10
15,2,16,16,relu,relu,adam,5e-4,mse,10
16,2,16,16,relu,relu,adam,5e-4,mse,10
17,2,16,16,relu,relu,adam,5e-4,mse,10
18,2,16,16,relu,relu,adam,5e-4,mse,10
19,2,16,16,relu,relu,adam,5e-4,mse,10
20,2,16,16,relu,relu,adam,5e-4,mse,10
21,2,16,16,relu,relu,adam,5e-4,mse,10
22,2,16,16,relu,relu,adam,5e-4,mse,10
23,2,16,16,relu,relu,adam,5e-4,mse,10
24,2,16,16,relu,relu,adam,5e-4,mse,10
25,2,16,16,relu,relu,adam,5e-4,mse,10
26,2,16,16,relu,relu,adam,5e-4,mse,10
27,2,16,16,relu,relu,adam,5e-4,mse,10
28,2,16,16,relu,relu,adam,5e-4,mse,10
29,2,16,16,relu,relu,adam,5e-4,mse,10
30,2,16,16,relu,relu,adam,5e-4,mse,10
31,2,16,16,relu,relu,adam,5e-4,mse,10
32,2,16,16,relu,relu,adam,5e-4,mse,10
33,2,16,16,relu,relu,adam,5e-4,mse,10
34,2,16,16,relu,relu,adam,5e-4,mse,10
35,2,16,16,relu,relu,adam,5e-4,mse,10
36,2,16,16,relu,relu,adam,5e-4,mse,10
37,2,16,16,relu,relu,adam,5e-4,mse,10
38,2,16,16,relu,relu,adam,5e-4,mse,10
39,2,16,16,relu,relu,adam,5e-4,mse,10
40,2,16,16,relu,relu,adam,5e-4,mse,10
41,2,16,16,relu,relu,adam,5e-4,mse,10
42,2,16,16,relu,relu,adam,5e-4,mse,10
43,2,16,16,relu,relu,adam,5e-4,mse,10
44,2,16,16,relu,relu,adam,5e-4,mse,10
45,2,16,16,relu,relu,adam,5e-4,mse,10
46,2,16,16,relu,relu,adam,5e-4,mse,10
47,2,16,16,relu,relu,adam,5e-4,mse,10
48,2,16,16,relu,relu,adam,5e-4,mse,10
49,2,16,16,relu,relu,adam,5e-4,mse,10
50,2,16,16,relu,relu,adam,5e-4,mse,10
1,2,32,16,relu,relu,adam,5e-4,mse,10
2,2,32,16,relu,relu,adam,5e-4,mse,10
3,2,32,16,relu,relu,adam,5e-4,mse,10
4,2,32,16,relu,relu,adam,5e-4,mse,10
5,2,32,16,relu,relu,adam,5e-4,mse,10
6,2,32,16,relu,relu,adam,5e-4,mse,10
7,2,32,16,relu,relu,adam,5e-4,mse,10
8,2,32,16,relu,relu,adam,5e-4,mse,10
9,2,32,16,relu,relu,adam,5e-4,mse,10
10,2,32,16,relu,relu,adam,5e-4,mse,10
11,2,32,16,relu,relu,adam,5e-4,mse,10
12,2,32,16,relu,relu,adam,5e-4,mse,10
13,2,32,16,relu,relu,adam,5e-4,mse,10
14,2,32,16,relu,relu,adam,5e-4,mse,10
15,2,32,16,relu,relu,adam,5e-4,mse,10
16,2,32,16,relu,relu,adam,5e-4,mse,10
17,2,32,16,relu,relu,adam,5e-4,mse,10
18,2,32,16,relu,relu,adam,5e-4,mse,10
19,2,32,16,relu,relu,adam,5e-4,mse,10
20,2,32,16,relu,relu,adam,5e-4,mse,10
21,2,32,16,relu,relu,adam,5e-4,mse,10
22,2,32,16,relu,relu,adam,5e-4,mse,10
23,2,32,16,relu,relu,adam,5e-4,mse,10
24,2,32,16,relu,relu,adam,5e-4,mse,10
25,2,32,16,relu,relu,adam,5e-4,mse,10
26,2,32,16,relu,relu,adam,5e-4,mse,10
27,2,32,16,relu,relu,adam,5e-4,mse,10
28,2,32,16,relu,relu,adam,5e-4,mse,10
29,2,32,16,relu,relu,adam,5e-4,mse,10
30,2,32,16,relu,relu,adam,5e-4,mse,10
31,2,32,16,relu,relu,adam,5e-4,mse,10
32,2,32,16,relu,relu,adam,5e-4,mse,10
33,2,32,16,relu,relu,adam,5e-4,mse,10
34,2,32,16,relu,relu,adam,5e-4,mse,10
35,2,32,16,relu,relu,adam,5e-4,mse,10
36,2,32,16,relu,relu,adam,5e-4,mse,10
37,2,32,16,relu,relu,adam,5e-4,mse,10
38,2,32,16,relu,relu,adam,5e-4,mse,10
39,2,32,16,relu,relu,adam,5e-4,mse,10
40,2,32,16,relu,relu,adam,5e-4,mse,10
41,2,32,16,relu,relu,adam,5e-4,mse,10
42,2,32,16,relu,relu,adam,5e-4,mse,10
43,2,32,16,relu,relu,adam,5e-4,mse,10
44,2,32,16,relu,relu,adam,5e-4,mse,10
45,2,32,16,relu,relu,adam,5e-4,mse,10
46,2,32,16,relu,relu,adam,5e-4,mse,10
47,2,32,16,relu,relu,adam,5e-4,mse,10
48,2,32,16,relu,relu,adam,5e-4,mse,10
49,2,32,16,relu,relu,adam,5e-4,mse,10
50,2,32,16,relu,relu,adam,5e-4,mse,10
1,2,64,16,relu,relu,adam,5e-4,mse,10
2,2,64,16,relu,relu,adam,5e-4,mse,10
3,2,64,16,relu,relu,adam,5e-4,mse,10
4,2,64,16,relu,relu,adam,5e-4,mse,10
5,2,64,16,relu,relu,adam,5e-4,mse,10
6,2,64,16,relu,relu,adam,5e-4,mse,10
7,2,64,16,relu,relu,adam,5e-4,mse,10
8,2,64,16,relu,relu,adam,5e-4,mse,10
9,2,64,16,relu,relu,adam,5e-4,mse,10
10,2,64,16,relu,relu,adam,5e-4,mse,10
11,2,64,16,relu,relu,adam,5e-4,mse,10
12,2,64,16,relu,relu,adam,5e-4,mse,10
13,2,64,16,relu,relu,adam,5e-4,mse,10
14,2,64,16,relu,relu,adam,5e-4,mse,10
15,2,64,16,relu,relu,adam,5e-4,mse,10
16,2,64,16,relu,relu,adam,5e-4,mse,10
17,2,64,16,relu,relu,adam,5e-4,mse,10
18,2,64,16,relu,relu,adam,5e-4,mse,10
19,2,64,16,relu,relu,adam,5e-4,mse,10
20,2,64,16,relu,relu,adam,5e-4,mse,10
21,2,64,16,relu,relu,adam,5e-4,mse,10
22,2,64,16,relu,relu,adam,5e-4,mse,10
23,2,64,16,relu,relu,adam,5e-4,mse,10
24,2,64,16,relu,relu,adam,5e-4,mse,10
25,2,64,16,relu,relu,adam,5e-4,mse,10
26,2,64,16,relu,relu,adam,5e-4,mse,10
27,2,64,16,relu,relu,adam,5e-4,mse,10
28,2,64,16,relu,relu,adam,5e-4,mse,10
29,2,64,16,relu,relu,adam,5e-4,mse,10
30,2,64,16,relu,relu,adam,5e-4,mse,10
31,2,64,16,relu,relu,adam,5e-4,mse,10
32,2,64,16,relu,relu,adam,5e-4,mse,10
33,2,64,16,relu,relu,adam,5e-4,mse,10
34,2,64,16,relu,relu,adam,5e-4,mse,10
35,2,64,16,relu,relu,adam,5e-4,mse,10
36,2,64,16,relu,relu,adam,5e-4,mse,10
37,2,64,16,relu,relu,adam,5e-4,mse,10
38,2,64,16,relu,relu,adam,5e-4,mse,10
39,2,64,16,relu,relu,adam,5e-4,mse,10
40,2,64,16,relu,relu,adam,5e-4,mse,10
41,2,64,16,relu,relu,adam,5e-4,mse,10
42,2,64,16,relu,relu,adam,5e-4,mse,10
43,2,64,16,relu,relu,adam,5e-4,mse,10
44,2,64,16,relu,relu,adam,5e-4,mse,10
45,2,64,16,relu,relu,adam,5e-4,mse,10
46,2,64,16,relu,relu,adam,5e-4,mse,10
47,2,64,16,relu,relu,adam,5e-4,mse,10
48,2,64,16,relu,relu,adam,5e-4,mse,10
49,2,64,16,relu,relu,adam,5e-4,mse,10
50,2,64,16,relu,relu,adam,5e-4,mse,10
1,2,16,32,relu,relu,adam,5e-4,mse,10
2,2,16,32,relu,relu,adam,5e-4,mse,10
3,2,16,32,relu,relu,adam,5e-4,mse,10
4,2,16,32,relu,relu,adam,5e-4,mse,10
5,2,16,32,relu,relu,adam,5e-4,mse,10
6,2,16,32,relu,relu,adam,5e-4,mse,10
7,2,16,32,relu,relu,adam,5e-4,mse,10
8,2,16,32,relu,relu,adam,5e-4,mse,10
9,2,16,32,relu,relu,adam,5e-4,mse,10
10,2,16,32,relu,relu,adam,5e-4,mse,10
11,2,16,32,relu,relu,adam,5e-4,mse,10
12,2,16,32,relu,relu,adam,5e-4,mse,10
13,2,16,32,relu,relu,adam,5e-4,mse,10
14,2,16,32,relu,relu,adam,5e-4,mse,10
15,2,16,32,relu,relu,adam,5e-4,mse,10
16,2,16,32,relu,relu,adam,5e-4,mse,10
17,2,16,32,relu,relu,adam,5e-4,mse,10
18,2,16,32,relu,relu,adam,5e-4,mse,10
19,2,16,32,relu,relu,adam,5e-4,mse,10
20,2,16,32,relu,relu,adam,5e-4,mse,10
21,2,16,32,relu,relu,adam,5e-4,mse,10
22,2,16,32,relu,relu,adam,5e-4,mse,10
23,2,16,32,relu,relu,adam,5e-4,mse,10
24,2,16,32,relu,relu,adam,5e-4,mse,10
25,2,16,32,relu,relu,adam,5e-4,mse,10
26,2,16,32,relu,relu,adam,5e-4,mse,10
27,2,16,32,relu,relu,adam,5e-4,mse,10
28,2,16,32,relu,relu,adam,5e-4,mse,10
29,2,16,32,relu,relu,adam,5e-4,mse,10
30,2,16,32,relu,relu,adam,5e-4,mse,10
31,2,16,32,relu,relu,adam,5e-4,mse,10
32,2,16,32,relu,relu,adam,5e-4,mse,10
33,2,16,32,relu,relu,adam,5e-4,mse,10
34,2,16,32,relu,relu,adam,5e-4,mse,10
35,2,16,32,relu,relu,adam,5e-4,mse,10
36,2,16,32,relu,relu,adam,5e-4,mse,10
37,2,16,32,relu,relu,adam,5e-4,mse,10
38,2,16,32,relu,relu,adam,5e-4,mse,10
39,2,16,32,relu,relu,adam,5e-4,mse,10
40,2,16,32,relu,relu,adam,5e-4,mse,10
41,2,16,32,relu,relu,adam,5e-4,mse,10
42,2,16,32,relu,relu,adam,5e-4,mse,10
43,2,16,32,relu,relu,adam,5e-4,mse,10
44,2,16,32,relu,relu,adam,5e-4,mse,10
45,2,16,32,relu,relu,adam,5e-4,mse,10
46,2,16,32,relu,relu,adam,5e-4,mse,10
47,2,16,32,relu,relu,adam,5e-4,mse,10
48,2,16,32,relu,relu,adam,5e-4,mse,10
49,2,16,32,relu,relu,adam,5e-4,mse,10
50,2,16,32,relu,relu,adam,5e-4,mse,10
1,2,32,32,relu,relu,adam,5e-4,mse,10
2,2,32,32,relu,relu,adam,5e-4,mse,10
3,2,32,32,relu,relu,adam,5e-4,mse,10
4,2,32,32,relu,relu,adam,5e-4,mse,10
5,2,32,32,relu,relu,adam,5e-4,mse,10
6,2,32,32,relu,relu,adam,5e-4,mse,10
7,2,32,32,relu,relu,adam,5e-4,mse,10
8,2,32,32,relu,relu,adam,5e-4,mse,10
9,2,32,32,relu,relu,adam,5e-4,mse,10
10,2,32,32,relu,relu,adam,5e-4,mse,10
11,2,32,32,relu,relu,adam,5e-4,mse,10
12,2,32,32,relu,relu,adam,5e-4,mse,10
13,2,32,32,relu,relu,adam,5e-4,mse,10
14,2,32,32,relu,relu,adam,5e-4,mse,10
15,2,32,32,relu,relu,adam,5e-4,mse,10
16,2,32,32,relu,relu,adam,5e-4,mse,10
17,2,32,32,relu,relu,adam,5e-4,mse,10
18,2,32,32,relu,relu,adam,5e-4,mse,10
19,2,32,32,relu,relu,adam,5e-4,mse,10
20,2,32,32,relu,relu,adam,5e-4,mse,10
21,2,32,32,relu,relu,adam,5e-4,mse,10
22,2,32,32,relu,relu,adam,5e-4,mse,10
23,2,32,32,relu,relu,adam,5e-4,mse,10
24,2,32,32,relu,relu,adam,5e-4,mse,10
25,2,32,32,relu,relu,adam,5e-4,mse,10
26,2,32,32,relu,relu,adam,5e-4,mse,10
27,2,32,32,relu,relu,adam,5e-4,mse,10
28,2,32,32,relu,relu,adam,5e-4,mse,10
29,2,32,32,relu,relu,adam,5e-4,mse,10
30,2,32,32,relu,relu,adam,5e-4,mse,10
31,2,32,32,relu,relu,adam,5e-4,mse,10
32,2,32,32,relu,relu,adam,5e-4,mse,10
33,2,32,32,relu,relu,adam,5e-4,mse,10
34,2,32,32,relu,relu,adam,5e-4,mse,10
35,2,32,32,relu,relu,adam,5e-4,mse,10
36,2,32,32,relu,relu,adam,5e-4,mse,10
37,2,32,32,relu,relu,adam,5e-4,mse,10
38,2,32,32,relu,relu,adam,5e-4,mse,10
39,2,32,32,relu,relu,adam,5e-4,mse,10
40,2,32,32,relu,relu,adam,5e-4,mse,10
41,2,32,32,relu,relu,adam,5e-4,mse,10
42,2,32,32,relu,relu,adam,5e-4,mse,10
43,2,32,32,relu,relu,adam,5e-4,mse,10
44,2,32,32,relu,relu,adam,5e-4,mse,10
45,2,32,32,relu,relu,adam,5e-4,mse,10
46,2,32,32,relu,relu,adam,5e-4,mse,10
47,2,32,32,relu,relu,adam,5e-4,mse,10
48,2,32,32,relu,relu,adam,5e-4,mse,10
49,2,32,32,relu,relu,adam,5e-4,mse,10
50,2,32,32,relu,relu,adam,5e-4,mse,10
1,2,64,32,relu,relu,adam,5e-4,mse,10
2,2,64,32,relu,relu,adam,5e-4,mse,10
3,2,64,32,relu,relu,adam,5e-4,mse,10
4,2,64,32,relu,relu,adam,5e-4,mse,10
5,2,64,32,relu,relu,adam,5e-4,mse,10
6,2,64,32,relu,relu,adam,5e-4,mse,10
7,2,64,32,relu,relu,adam,5e-4,mse,10
8,2,64,32,relu,relu,adam,5e-4,mse,10
9,2,64,32,relu,relu,adam,5e-4,mse,10
10,2,64,32,relu,relu,adam,5e-4,mse,10
11,2,64,32,relu,relu,adam,5e-4,mse,10
12,2,64,32,relu,relu,adam,5e-4,mse,10
13,2,64,32,relu,relu,adam,5e-4,mse,10
14,2,64,32,relu,relu,adam,5e-4,mse,10
15,2,64,32,relu,relu,adam,5e-4,mse,10
16,2,64,32,relu,relu,adam,5e-4,mse,10
17,2,64,32,relu,relu,adam,5e-4,mse,10
18,2,64,32,relu,relu,adam,5e-4,mse,10
19,2,64,32,relu,relu,adam,5e-4,mse,10
20,2,64,32,relu,relu,adam,5e-4,mse,10
21,2,64,32,relu,relu,adam,5e-4,mse,10
22,2,64,32,relu,relu,adam,5e-4,mse,10
23,2,64,32,relu,relu,adam,5e-4,mse,10
24,2,64,32,relu,relu,adam,5e-4,mse,10
25,2,64,32,relu,relu,adam,5e-4,mse,10
26,2,64,32,relu,relu,adam,5e-4,mse,10
27,2,64,32,relu,relu,adam,5e-4,mse,10
28,2,64,32,relu,relu,adam,5e-4,mse,10
29,2,64,32,relu,relu,adam,5e-4,mse,10
30,2,64,32,relu,relu,adam,5e-4,mse,10
31,2,64,32,relu,relu,adam,5e-4,mse,10
32,2,64,32,relu,relu,adam,5e-4,mse,10
33,2,64,32,relu,relu,adam,5e-4,mse,10
34,2,64,32,relu,relu,adam,5e-4,mse,10
35,2,64,32,relu,relu,adam,5e-4,mse,10
36,2,64,32,relu,relu,adam,5e-4,mse,10
37,2,64,32,relu,relu,adam,5e-4,mse,10
38,2,64,32,relu,relu,adam,5e-4,mse,10
39,2,64,32,relu,relu,adam,5e-4,mse,10
40,2,64,32,relu,relu,adam,5e-4,mse,10
41,2,64,32,relu,relu,adam,5e-4,mse,10
42,2,64,32,relu,relu,adam,5e-4,mse,10
43,2,64,32,relu,relu,adam,5e-4,mse,10
44,2,64,32,relu,relu,adam,5e-4,mse,10
45,2,64,32,relu,relu,adam,5e-4,mse,10
46,2,64,32,relu,relu,adam,5e-4,mse,10
47,2,64,32,relu,relu,adam,5e-4,mse,10
48,2,64,32,relu,relu,adam,5e-4,mse,10
49,2,64,32,relu,relu,adam,5e-4,mse,10
50,2,64,32,relu,relu,adam,5e-4,mse,10
1,2,16,8,relu,relu,adam,0.001,mse,10
2,2,16,8,relu,relu,adam,0.001,mse,10
3,2,16,8,relu,relu,adam,0.001,mse,10
4,2,16,8,relu,relu,adam,0.001,mse,10
5,2,16,8,relu,relu,adam,0.001,mse,10
6,2,16,8,relu,relu,adam,0.001,mse,10
7,2,16,8,relu,relu,adam,0.001,mse,10
8,2,16,8,relu,relu,adam,0.001,mse,10
9,2,16,8,relu,relu,adam,0.001,mse,10
10,2,16,8,relu,relu,adam,0.001,mse,10
11,2,16,8,relu,relu,adam,0.001,mse,10
12,2,16,8,relu,relu,adam,0.001,mse,10
13,2,16,8,relu,relu,adam,0.001,mse,10
14,2,16,8,relu,relu,adam,0.001,mse,10
15,2,16,8,relu,relu,adam,0.001,mse,10
16,2,16,8,relu,relu,adam,0.001,mse,10
17,2,16,8,relu,relu,adam,0.001,mse,10
18,2,16,8,relu,relu,adam,0.001,mse,10
19,2,16,8,relu,relu,adam,0.001,mse,10
20,2,16,8,relu,relu,adam,0.001,mse,10
21,2,16,8,relu,relu,adam,0.001,mse,10
22,2,16,8,relu,relu,adam,0.001,mse,10
23,2,16,8,relu,relu,adam,0.001,mse,10
24,2,16,8,relu,relu,adam,0.001,mse,10
25,2,16,8,relu,relu,adam,0.001,mse,10
26,2,16,8,relu,relu,adam,0.001,mse,10
27,2,16,8,relu,relu,adam,0.001,mse,10
28,2,16,8,relu,relu,adam,0.001,mse,10
29,2,16,8,relu,relu,adam,0.001,mse,10
30,2,16,8,relu,relu,adam,0.001,mse,10
31,2,16,8,relu,relu,adam,0.001,mse,10
32,2,16,8,relu,relu,adam,0.001,mse,10
33,2,16,8,relu,relu,adam,0.001,mse,10
34,2,16,8,relu,relu,adam,0.001,mse,10
35,2,16,8,relu,relu,adam,0.001,mse,10
36,2,16,8,relu,relu,adam,0.001,mse,10
37,2,16,8,relu,relu,adam,0.001,mse,10
38,2,16,8,relu,relu,adam,0.001,mse,10
39,2,16,8,relu,relu,adam,0.001,mse,10
40,2,16,8,relu,relu,adam,0.001,mse,10
41,2,16,8,relu,relu,adam,0.001,mse,10
42,2,16,8,relu,relu,adam,0.001,mse,10
43,2,16,8,relu,relu,adam,0.001,mse,10
44,2,16,8,relu,relu,adam,0.001,mse,10
45,2,16,8,relu,relu,adam,0.001,mse,10
46,2,16,8,relu,relu,adam,0.001,mse,10
47,2,16,8,relu,relu,adam,0.001,mse,10
48,2,16,8,relu,relu,adam,0.001,mse,10
49,2,16,8,relu,relu,adam,0.001,mse,10
50,2,16,8,relu,relu,adam,0.001,mse,10
1,2,32,8,relu,relu,adam,0.001,mse,10
2,2,32,8,relu,relu,adam,0.001,mse,10
3,2,32,8,relu,relu,adam,0.001,mse,10
4,2,32,8,relu,relu,adam,0.001,mse,10
5,2,32,8,relu,relu,adam,0.001,mse,10
6,2,32,8,relu,relu,adam,0.001,mse,10
7,2,32,8,relu,relu,adam,0.001,mse,10
8,2,32,8,relu,relu,adam,0.001,mse,10
9,2,32,8,relu,relu,adam,0.001,mse,10
10,2,32,8,relu,relu,adam,0.001,mse,10
11,2,32,8,relu,relu,adam,0.001,mse,10
12,2,32,8,relu,relu,adam,0.001,mse,10
13,2,32,8,relu,relu,adam,0.001,mse,10
14,2,32,8,relu,relu,adam,0.001,mse,10
15,2,32,8,relu,relu,adam,0.001,mse,10
16,2,32,8,relu,relu,adam,0.001,mse,10
17,2,32,8,relu,relu,adam,0.001,mse,10
18,2,32,8,relu,relu,adam,0.001,mse,10
19,2,32,8,relu,relu,adam,0.001,mse,10
20,2,32,8,relu,relu,adam,0.001,mse,10
21,2,32,8,relu,relu,adam,0.001,mse,10
22,2,32,8,relu,relu,adam,0.001,mse,10
23,2,32,8,relu,relu,adam,0.001,mse,10
24,2,32,8,relu,relu,adam,0.001,mse,10
25,2,32,8,relu,relu,adam,0.001,mse,10
26,2,32,8,relu,relu,adam,0.001,mse,10
27,2,32,8,relu,relu,adam,0.001,mse,10
28,2,32,8,relu,relu,adam,0.001,mse,10
29,2,32,8,relu,relu,adam,0.001,mse,10
30,2,32,8,relu,relu,adam,0.001,mse,10
31,2,32,8,relu,relu,adam,0.001,mse,10
32,2,32,8,relu,relu,adam,0.001,mse,10
33,2,32,8,relu,relu,adam,0.001,mse,10
34,2,32,8,relu,relu,adam,0.001,mse,10
35,2,32,8,relu,relu,adam,0.001,mse,10
36,2,32,8,relu,relu,adam,0.001,mse,10
37,2,32,8,relu,relu,adam,0.001,mse,10
38,2,32,8,relu,relu,adam,0.001,mse,10
39,2,32,8,relu,relu,adam,0.001,mse,10
40,2,32,8,relu,relu,adam,0.001,mse,10
41,2,32,8,relu,relu,adam,0.001,mse,10
42,2,32,8,relu,relu,adam,0.001,mse,10
43,2,32,8,relu,relu,adam,0.001,mse,10
44,2,32,8,relu,relu,adam,0.001,mse,10
45,2,32,8,relu,relu,adam,0.001,mse,10
46,2,32,8,relu,relu,adam,0.001,mse,10
47,2,32,8,relu,relu,adam,0.001,mse,10
48,2,32,8,relu,relu,adam,0.001,mse,10
49,2,32,8,relu,relu,adam,0.001,mse,10
50,2,32,8,relu,relu,adam,0.001,mse,10
1,2,64,8,relu,relu,adam,0.001,mse,10
2,2,64,8,relu,relu,adam,0.001,mse,10
3,2,64,8,relu,relu,adam,0.001,mse,10
4,2,64,8,relu,relu,adam,0.001,mse,10
5,2,64,8,relu,relu,adam,0.001,mse,10
6,2,64,8,relu,relu,adam,0.001,mse,10
7,2,64,8,relu,relu,adam,0.001,mse,10
8,2,64,8,relu,relu,adam,0.001,mse,10
9,2,64,8,relu,relu,adam,0.001,mse,10
10,2,64,8,relu,relu,adam,0.001,mse,10
11,2,64,8,relu,relu,adam,0.001,mse,10
12,2,64,8,relu,relu,adam,0.001,mse,10
13,2,64,8,relu,relu,adam,0.001,mse,10
14,2,64,8,relu,relu,adam,0.001,mse,10
15,2,64,8,relu,relu,adam,0.001,mse,10
16,2,64,8,relu,relu,adam,0.001,mse,10
17,2,64,8,relu,relu,adam,0.001,mse,10
18,2,64,8,relu,relu,adam,0.001,mse,10
19,2,64,8,relu,relu,adam,0.001,mse,10
20,2,64,8,relu,relu,adam,0.001,mse,10
21,2,64,8,relu,relu,adam,0.001,mse,10
22,2,64,8,relu,relu,adam,0.001,mse,10
23,2,64,8,relu,relu,adam,0.001,mse,10
24,2,64,8,relu,relu,adam,0.001,mse,10
25,2,64,8,relu,relu,adam,0.001,mse,10
26,2,64,8,relu,relu,adam,0.001,mse,10
27,2,64,8,relu,relu,adam,0.001,mse,10
28,2,64,8,relu,relu,adam,0.001,mse,10
29,2,64,8,relu,relu,adam,0.001,mse,10
30,2,64,8,relu,relu,adam,0.001,mse,10
