date_day,date_day_shift_k,y,type_model,number_xy,number_combination_features,name_data_set,number_grid_combinations_kNp_dates_train_test,number_combination_kNp,group_dates_train_test,number_dates_train_test,number_hyp_par_grid,k,N,p
2021-11-23,2021-11-23,67.02360492218286,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-24,2021-11-24,65.50750200655311,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-25,2021-11-25,62.13428387641907,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-26,2021-11-26,62.32821775600314,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-27,2021-11-27,60.19579554665834,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-28,2021-11-28,61.51635936815292,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-29,2021-11-29,61.38675841707737,nn,001,001,base,003,001,006,001,003,0,7,7
2021-11-30,2021-11-30,60.808036832697695,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-01,2021-12-01,62.9225311987102,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-02,2021-12-02,66.66246177330613,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-03,2021-12-03,66.88317527920007,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-04,2021-12-04,67.56499538589269,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-05,2021-12-05,70.84322202671319,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-06,2021-12-06,70.9963793406263,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-07,2021-12-07,71.83592702317983,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-08,2021-12-08,72.43160231895745,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-09,2021-12-09,73.2091648714617,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-10,2021-12-10,73.17115887142718,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-11,2021-12-11,70.5766605855897,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-12,2021-12-12,70.66514140311628,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-13,2021-12-13,70.66888335663826,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-14,2021-12-14,66.13067055959255,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-15,2021-12-15,64.33727119211107,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-16,2021-12-16,62.51137329805643,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-17,2021-12-17,60.66708427015692,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-18,2021-12-18,60.7686583923176,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-19,2021-12-19,59.717545106448235,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-20,2021-12-20,60.13984052333981,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-21,2021-12-21,61.49616641514004,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-22,2021-12-22,64.71969607640058,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-23,2021-12-23,65.79896678198129,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-24,2021-12-24,67.39067514631897,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-25,2021-12-25,67.5703421542421,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-26,2021-12-26,64.55214606970549,nn,001,001,base,003,001,006,001,003,0,7,7
2021-12-27,2021-12-27,66.59565674848855,nn,001,001,base,003,001,006,001,003,0,7,7
