number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,000,base,001,0,7,7,002,001,001,6.366677383667664,3.4649335914725774
001,000,base,001,0,7,7,002,002,001,4.6595912691106935,17.311050571437814
001,000,base,001,0,7,7,002,003,001,9.5260641611202,10.099929543875538
001,000,base,001,0,7,7,002,004,001,9.74439898796053,8.978636526643587
001,000,base,001,0,7,7,002,005,001,9.623228439323437,7.376357734003113
001,000,base,001,0,7,7,002,006,001,9.208763632180656,13.122566962595561
001,000,base,001,0,7,7,002,007,001,9.639522953351074,18.834541606551557
001,000,base,001,0,7,7,002,008,001,10.5801198252552,17.27091903368317
001,000,base,001,0,7,7,002,009,001,11.582833919058249,13.48569560843189
001,000,base,001,0,7,7,002,010,001,11.749835456701643,9.741018912822067
001,000,base,001,0,7,7,002,011,001,11.503421426410007,6.399465124424029
001,000,base,001,0,7,7,002,012,001,11.268268799219355,6.906011600441913
001,000,base,002,0,7,14,002,001,001,5.659207602568037,5.307427512046886
001,000,base,002,0,7,14,002,002,001,4.3815978876901305,17.582759999077503
001,000,base,002,0,7,14,002,003,001,9.32605298516997,10.482896947957338
001,000,base,002,0,7,14,002,004,001,9.684449197114771,9.362539620340158
001,000,base,002,0,7,14,002,005,001,9.623670711455379,7.288036855843245
001,000,base,002,0,7,14,002,006,001,9.191212122955054,13.174970697448055
001,000,base,002,0,7,14,002,007,001,9.633982773644005,18.93048701415717
001,000,base,002,0,7,14,002,008,001,10.557788354378614,16.519746843085986
001,000,base,002,0,7,14,002,009,001,11.44318508716153,13.369656478531734
001,000,base,002,0,7,14,002,010,001,11.614496184194493,9.83496961083429
001,000,base,002,0,7,14,002,011,001,11.393524102906094,6.6861170279449835
001,000,base,002,0,7,14,002,012,001,11.168850994978786,7.345897932850082
001,000,base,003,0,7,21,002,001,001,4.690976670481424,3.946538360581194
001,000,base,003,0,7,21,002,002,001,3.549863095651977,17.109453102629736
001,000,base,003,0,7,21,002,003,001,9.094403500534785,11.310540786331012
001,000,base,003,0,7,21,002,004,001,9.539378154732542,9.332466578488425
001,000,base,003,0,7,21,002,005,001,9.499734377206524,7.1609061050387925
001,000,base,003,0,7,21,002,006,001,9.05950310583235,13.054048680377512
001,000,base,003,0,7,21,002,007,001,9.521925031777917,18.695102611900424
001,000,base,003,0,7,21,002,008,001,10.419640644447828,16.06425448153855
001,000,base,003,0,7,21,002,009,001,11.300911464937846,13.463902200303142
001,000,base,003,0,7,21,002,010,001,11.495910778041143,9.961505630120373
001,000,base,003,0,7,21,002,011,001,11.3042988440359,6.9708002629127845
001,000,base,003,0,7,21,002,012,001,11.090509141870474,7.075862816121074
001,000,base,004,0,7,28,002,001,001,3.541165775981307,2.49416916034266
001,000,base,004,0,7,28,002,002,001,2.7368552138600855,19.449311263320773
001,000,base,004,0,7,28,002,003,001,8.900833734286246,12.299639156969752
001,000,base,004,0,7,28,002,004,001,9.463966355883727,9.38302025270031
001,000,base,004,0,7,28,002,005,001,9.426508821166168,7.05661299403615
001,000,base,004,0,7,28,002,006,001,8.976289607268289,12.847766997920814
001,000,base,004,0,7,28,002,007,001,9.419748707393834,18.674447964900285
001,000,base,004,0,7,28,002,008,001,10.361949850140475,16.149800172012252
001,000,base,004,0,7,28,002,009,001,11.263448243721946,13.333542742366292
001,000,base,004,0,7,28,002,010,001,11.448094556513443,10.172763776440533
001,000,base,004,0,7,28,002,011,001,11.272028054971496,7.019327124155816
001,000,base,004,0,7,28,002,012,001,11.060465163867706,7.154466111833904
001,000,base,005,0,7,35,002,001,001,2.0443421147705636,4.974382490714656
001,000,base,005,0,7,35,002,002,001,1.8558546416758446,25.931763409031195
001,000,base,005,0,7,35,002,003,001,8.920702108524107,12.579238819656576
001,000,base,005,0,7,35,002,004,001,9.431955429002652,9.522913812378597
001,000,base,005,0,7,35,002,005,001,9.424842382563616,7.0982612713489806
001,000,base,005,0,7,35,002,006,001,8.970533425475622,12.980238639514408
001,000,base,005,0,7,35,002,007,001,9.433065570610172,18.54722788806882
001,000,base,005,0,7,35,002,008,001,10.357716046508319,16.092136547471213
001,000,base,005,0,7,35,002,009,001,11.246405974016229,13.332097055209568
001,000,base,005,0,7,35,002,010,001,11.433565751993164,10.433129862163522
001,000,base,005,0,7,35,002,011,001,11.27859124535481,7.0932302380118255
001,000,base,005,0,7,35,002,012,001,11.070166797383605,7.326046332455387
001,000,base,006,7,7,7,002,001,001,8.856277398421831,9.476170105633795
001,000,base,006,7,7,7,002,002,001,7.0003988195980495,30.582032957363367
001,000,base,006,7,7,7,002,003,001,15.003519671555097,13.983905853422648
001,000,base,006,7,7,7,002,004,001,14.54330566792298,10.71156783873454
001,000,base,006,7,7,7,002,005,001,13.760609781990572,10.853587516327364
001,000,base,006,7,7,7,002,006,001,13.246345979648662,17.87268257050701
001,000,base,006,7,7,7,002,007,001,13.692266964855815,29.03978826575472
001,000,base,006,7,7,7,002,008,001,15.446002256759694,29.709814043297524
001,000,base,006,7,7,7,002,009,001,17.49666993152953,19.20344276718725
001,000,base,006,7,7,7,002,010,001,17.67422052672713,13.308011292283592
001,000,base,006,7,7,7,002,011,001,17.098890878490245,6.926725220807748
001,000,base,006,7,7,7,002,012,001,16.706169139768196,9.325788636011014
001,000,base,007,7,7,14,002,001,001,7.121997393471781,11.476206310240217
001,000,base,007,7,7,14,002,002,001,6.146709763690542,30.63985348210376
001,000,base,007,7,7,14,002,003,001,14.6617641554841,13.54844561080916
001,000,base,007,7,7,14,002,004,001,14.271651294515959,11.338981194839459
001,000,base,007,7,7,14,002,005,001,13.617250831114363,10.535294788825478
