number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,000,base,001,0,7,7,006,001,001,17.32881972312196,13.368349662825885
001,000,base,001,0,7,7,006,002,001,15.965648675963957,10.28196067448018
001,000,base,001,0,7,7,006,003,001,14.25397186793126,6.519785854457138
001,000,base,001,0,7,7,006,004,001,13.4546730822777,7.830019713536896
001,000,base,002,0,7,14,006,001,001,16.904957658711375,13.412236325298274
001,000,base,002,0,7,14,006,002,001,15.609954754844852,10.467341119677384
001,000,base,002,0,7,14,006,003,001,13.999314582079402,7.125331188126116
001,000,base,002,0,7,14,006,004,001,13.242981257239528,8.407034021549622
001,000,base,003,0,7,21,006,001,001,16.361840666417887,13.550078944779699
001,000,base,003,0,7,21,006,002,001,15.22039521993575,10.530747418484555
001,000,base,003,0,7,21,006,003,001,13.70321122069554,7.254387659384526
001,000,base,003,0,7,21,006,004,001,12.970946245220071,8.030769530146245
001,000,base,004,0,7,28,006,001,001,15.610005149552522,13.838620012078028
001,000,base,004,0,7,28,006,002,001,14.698682520789973,11.094787099919717
001,000,base,004,0,7,28,006,003,001,13.383458657577163,7.639094723093002
001,000,base,004,0,7,28,006,004,001,12.699315799089197,8.339402955096569
001,000,base,005,0,7,35,006,001,001,15.716385384607701,13.87067646063693
001,000,base,005,0,7,35,006,002,001,14.742303926330262,11.355778383255705
001,000,base,005,0,7,35,006,003,001,13.418716742709806,7.664320844208676
001,000,base,005,0,7,35,006,004,001,12.722675278637983,8.358302170589536
001,000,base,006,7,7,7,006,001,001,27.101520584186638,18.843375800069513
001,000,base,006,7,7,7,006,002,001,24.495532810490985,14.823168385671522
001,000,base,006,7,7,7,006,003,001,21.395042944937018,8.678548954541103
001,000,base,006,7,7,7,006,004,001,20.17238037271922,12.563499743059598
001,000,base,007,7,7,14,006,001,001,25.61463664962844,19.20072982958454
001,000,base,007,7,7,14,006,002,001,23.412454874248844,14.872773411222006
001,000,base,007,7,7,14,006,003,001,20.611633302439564,10.035659062734066
001,000,base,007,7,7,14,006,004,001,19.491852273106016,12.65534063114127
