number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,001,base,001,0,7,7,006,001,30.829190174782372,13.512810526329377,006,25,0.3,0,3,1,10,1,1,1,1,1,0
001,001,base,002,0,7,14,006,001,17.577519569352372,13.443290294716618,006,100,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,003,0,7,21,006,001,3.5370673790442604,14.127661810456205,006,50,0.3,0,3,1,10,1,1,1,1,1,0
001,001,base,004,0,7,28,006,001,8.029186925414097,12.754689481832768,006,25,0.5,0,3,1,10,1,1,1,1,1,0
001,001,base,005,0,7,35,006,001,18.04813573589435,13.796630767532257,006,200,0.1,0,3,1,5,1,1,1,1,1,0
001,001,base,006,7,7,7,006,001,31.890497396079535,18.38971192590189,006,10,0.5,0,3,1,15,1,1,1,1,1,0
001,001,base,007,7,7,14,006,001,41.253164173172344,18.032036808281905,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,008,7,7,21,006,001,32.72083073206151,17.60848072272583,006,50,0.1,0,3,1,15,1,1,1,1,1,0
001,001,base,009,7,7,28,006,001,33.27848771328672,17.291957180710245,006,25,0.3,0,3,1,10,1,1,1,1,1,0
001,001,base,010,7,7,35,006,001,34.000898315554615,16.368222083953494,006,25,0.3,0,3,1,10,1,1,1,1,1,0
001,001,base,011,14,7,7,006,001,47.99269059442249,20.711372644577004,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,001,base,012,14,7,14,006,001,42.11396708561701,20.921313984185666,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,013,14,7,21,006,001,33.50031499713524,21.432911232994073,006,25,0.3,0,3,1,10,1,1,1,1,1,0
001,001,base,014,14,7,28,006,001,43.90427059844126,22.151438944294988,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,015,14,7,35,006,001,44.96886316517587,22.01432919153104,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,016,21,7,7,006,001,48.83606519134791,25.939204566171654,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,001,base,017,21,7,14,006,001,49.98311457555296,25.46711610256788,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,001,base,018,21,7,21,006,001,44.04897858136038,26.10875251159986,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,019,21,7,28,006,001,34.98621713079123,25.50474400116601,006,10,0.3,0,3,1,25,1,1,1,1,1,0
001,001,base,020,21,7,35,006,001,35.82346129716315,22.03835120772747,006,10,0.5,0,3,1,15,1,1,1,1,1,0
001,001,base,021,28,7,7,006,001,59.1241402069133,28.360172458234782,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,001,base,022,28,7,14,006,001,44.45752008826395,31.716395906203473,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,023,28,7,21,006,001,35.287214163139346,30.137545596188904,006,10,0.3,0,5,1,25,1,1,1,1,1,0
001,001,base,024,28,7,28,006,001,36.89688284637169,22.428095211121175,006,10,0.1,0,5,1,0,1,1,1,1,1,0
001,001,base,025,28,7,35,006,001,45.27866792914512,21.479892656297604,006,25,0.1,0,8,1,25,1,1,1,1,1,0
001,001,base,001,0,7,7,006,002,7.356980988217658,16.050228973202326,006,25,0.3,0,3,1,20,1,1,1,1,1,0
001,001,base,002,0,7,14,006,002,25.93597675626721,18.141352039193105,006,10,0.5,0,3,1,15,1,1,1,1,1,0
001,001,base,003,0,7,21,006,002,15.17655650459519,17.92160440941827,006,50,0.1,0,3,1,20,1,1,1,1,1,0
001,001,base,004,0,7,28,006,002,9.246341448808598,17.37125047794612,006,10,0.5,0,3,1,25,1,1,1,1,1,0
001,001,base,005,0,7,35,006,002,9.162341509042198,17.586604432369455,006,10,0.5,0,3,1,25,1,1,1,1,1,0
001,001,base,006,7,7,7,006,002,6.876399835444803,20.209903784975058,006,10,0.7,0,4,1,0,1,1,1,1,1,0
001,001,base,007,7,7,14,006,002,11.825618419759792,22.0182980275653,006,10,0.3,0,3,1,0,1,1,1,1,1,0
001,001,base,008,7,7,21,006,002,27.151900247696258,22.795125643621883,006,10,0.3,0,3,1,25,1,1,1,1,1,0
001,001,base,009,7,7,28,006,002,7.08630770831068,22.455943173275433,006,10,0.7,0,3,1,0,1,1,1,1,1,0
001,001,base,010,7,7,35,006,002,0.018783715370978706,21.326789615566774,006,25,0.5,0,8,1,0,1,1,1,1,1,0
001,001,base,011,14,7,7,006,002,48.71593059869322,24.458032552740256,006,10,0.7,0,4,1,5,1,1,1,1,1,0
001,001,base,012,14,7,14,006,002,16.340586865588982,23.779638216112566,006,10,0.3,0,3,1,0,1,1,1,1,1,0
001,001,base,013,14,7,21,006,002,15.564676815643661,23.86286162678111,006,10,0.3,0,3,1,0,1,1,1,1,1,0
001,001,base,014,14,7,28,006,002,12.828319020770184,22.712735957705288,006,10,0.5,0,3,1,0,1,1,1,1,1,0
001,001,base,015,14,7,35,006,002,12.832070362909938,21.525212504036556,006,10,0.3,0,3,1,0,1,1,1,1,1,0
001,001,base,016,21,7,7,006,002,49.342870218466494,24.863210163784778,006,10,0.7,0,3,1,5,1,1,1,1,1,0
001,001,base,017,21,7,14,006,002,49.898790819965036,24.691518214756382,006,10,0.7,0,3,1,5,1,1,1,1,1,0
001,001,base,018,21,7,21,006,002,14.323968513006225,22.952044688494556,006,50,0.1,0,3,1,0,1,1,1,1,1,0
001,001,base,019,21,7,28,006,002,2.4346853662242633,22.428563747750562,006,50,0.1,0,6,1,0,1,1,1,1,1,0
001,001,base,020,21,7,35,006,002,4.719016789302219,19.662837624672076,006,50,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,021,28,7,7,006,002,50.006689970281414,21.10327212182426,006,10,0.7,0,6,1,5,1,1,1,1,1,0
001,001,base,022,28,7,14,006,002,50.70001404229299,20.74814307767529,006,10,0.7,0,6,1,5,1,1,1,1,1,0
001,001,base,023,28,7,21,006,002,51.31810002573789,20.56341657472745,006,10,0.7,0,4,1,5,1,1,1,1,1,0
001,001,base,024,28,7,28,006,002,0.6414828641915826,19.629781929367045,006,25,0.3,0,6,1,0,1,1,1,1,1,0
001,001,base,025,28,7,35,006,002,0.0836922153358409,15.458115649676762,006,100,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,001,0,7,7,006,003,6.1322544970355,5.129560626938257,006,50,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,002,0,7,14,006,003,9.445282123557611,5.2079574152490204,006,25,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,003,0,7,21,006,003,9.234509103494283,5.370939465184342,006,25,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,004,0,7,28,006,003,8.93865986463091,5.257945814194121,006,25,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,005,0,7,35,006,003,39.46097051647133,5.509121254398828,006,25,0.1,0,7,1,15,1,1,1,1,1,0
001,001,base,006,7,7,7,006,003,39.024012993428045,5.253894193750817,006,25,0.1,0,6,1,15,1,1,1,1,1,0
001,001,base,007,7,7,14,006,003,7.761299294263286,4.729117894546239,006,25,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,008,7,7,21,006,003,47.40865652004758,5.683058490302992,006,25,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,009,7,7,28,006,003,47.6431198582303,5.683058490302992,006,25,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,010,7,7,35,006,003,27.45169170317647,5.566035445721456,006,10,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,011,14,7,7,006,003,47.230251429820584,6.19603462469526,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,001,base,012,14,7,14,006,003,30.520944003087767,6.06123108617169,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,001,base,013,14,7,21,006,003,30.63958504296415,5.738244829897888,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,001,base,014,14,7,28,006,003,28.648058094595253,6.03003168672001,006,10,0.1,0,4,1,0,1,1,1,1,1,0
001,001,base,015,14,7,35,006,003,27.20302467696441,4.7284783426984385,006,10,0.1,0,6,1,0,1,1,1,1,1,0
001,001,base,016,21,7,7,006,003,39.69141729311987,5.546584063509958,006,25,0.1,0,4,1,15,1,1,1,1,1,0
001,001,base,017,21,7,14,006,003,47.66662360661032,5.573196037737008,006,25,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,018,21,7,21,006,003,48.03017501529893,5.570928217943887,006,25,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,019,21,7,28,006,003,27.485031664068874,5.39282281847564,006,10,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,020,21,7,35,006,003,26.896041795873174,8.088016740975306,006,10,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,021,28,7,7,006,003,47.6661925222598,5.716787757056718,006,25,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,022,28,7,14,006,003,48.02920958981097,5.720915419706589,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,001,base,023,28,7,21,006,003,48.282827590191594,6.1409410981072385,006,10,0.5,0,3,1,5,1,1,1,1,1,0
001,001,base,024,28,7,28,006,003,40.466913582304464,9.307258293223219,006,25,0.1,0,6,1,15,1,1,1,1,1,0
001,001,base,025,28,7,35,006,003,44.977454729726894,9.05403047897955,006,10,0.3,0,3,1,10,1,1,1,1,1,0
001,001,base,001,0,7,7,006,004,46.9028765991928,6.675058696545748,006,10,0.1,0,4,1,20,1,1,1,1,1,0
001,001,base,002,0,7,14,006,004,43.851192183422135,6.797922341775121,006,10,0.1,0,6,1,25,1,1,1,1,1,0
001,001,base,003,0,7,21,006,004,43.79113029232421,6.943006950948342,006,10,0.1,0,6,1,25,1,1,1,1,1,0
001,001,base,004,0,7,28,006,004,43.937731357597194,6.980728589863074,006,10,0.1,0,5,1,25,1,1,1,1,1,0
001,001,base,005,0,7,35,006,004,44.09184631607578,6.911969242189013,006,10,0.1,0,5,1,25,1,1,1,1,1,0
001,001,base,006,7,7,7,006,004,25.16436876839981,7.731792811568384,006,10,0.1,0,8,1,0,1,1,1,1,1,0
001,001,base,007,7,7,14,006,004,25.471671147097698,7.868630692595502,006,10,0.1,0,5,1,0,1,1,1,1,1,0
001,001,base,008,7,7,21,006,004,24.781364106127292,7.868080974287595,006,10,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,009,7,7,28,006,004,24.661595410112316,7.787268889222419,006,10,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,010,7,7,35,006,004,24.596163955181886,7.689516360204621,006,10,0.1,0,7,1,0,1,1,1,1,1,0
001,001,base,011,14,7,7,006,004,25.679579461578573,6.814645015405482,006,10,0.1,0,8,1,0,1,1,1,1,1,0
001,001,base,012,14,7,14,006,004,54.41441821125884,6.84408863880171,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,013,14,7,21,006,004,54.52422777454844,6.84408863880171,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,014,14,7,28,006,004,54.77947563290346,6.84408863880171,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,015,14,7,35,006,004,54.89869493390674,6.84408863880171,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,016,21,7,7,006,004,54.41427948216506,6.282415936564531,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,017,21,7,14,006,004,54.524087218004134,6.282415936564531,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,018,21,7,21,006,004,54.7793335694536,6.282415936564531,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,019,21,7,28,006,004,54.89855095410977,6.282415936564531,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,020,21,7,35,006,004,54.971389327967,6.282415936564531,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,021,28,7,7,006,004,54.524087218004134,6.064347927805073,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,022,28,7,14,006,004,54.7793335694536,6.064347927805073,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,023,28,7,21,006,004,54.89855095410977,6.064347927805073,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,024,28,7,28,006,004,54.971389327967,6.064347927805073,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,001,base,025,28,7,35,006,004,54.645363396547566,6.064347927805073,006,10,0.1,0,3,1,10,1,1,1,1,1,0
