number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_lstm,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
001,009,base,001,0,7,7,006,001,34.20918392439728,14.632671773366514,001,1,16,0,relu,none,adam,5e-4,mse,10
001,009,base,001,0,7,7,006,001,13.781515536389524,12.624388083361628,001,1,16,0,relu,none,adam,5e-4,mse,50
001,009,base,001,0,7,7,006,001,9.928853916886478,12.448435100159973,001,1,16,0,relu,none,adam,5e-4,mse,100
001,009,base,001,0,7,7,006,001,25.192833400708192,23.131070185060768,001,1,16,0,relu,none,adam,0.001,mse,10
001,009,base,001,0,7,7,006,001,10.774185041458361,11.937403754341082,001,1,16,0,relu,none,adam,0.001,mse,50
001,009,base,001,0,7,7,006,001,8.120583539944905,13.00452068334544,001,1,16,0,relu,none,adam,0.001,mse,100
001,009,base,001,0,7,7,006,001,19.918249725546957,18.403163319585474,001,1,16,0,relu,none,adam,0.002,mse,10
001,009,base,001,0,7,7,006,001,9.331779693947354,12.339199778468936,001,1,16,0,relu,none,adam,0.002,mse,50
001,009,base,001,0,7,7,006,001,7.291099246201621,12.777333998572102,001,1,16,0,relu,none,adam,0.002,mse,100
001,009,base,001,0,7,7,006,001,17.49370802136678,15.879331565711515,001,1,16,0,relu,none,adam,0.005,mse,10
001,009,base,001,0,7,7,006,001,9.073029695324335,13.186727866873577,001,1,16,0,relu,none,adam,0.005,mse,50
001,009,base,001,0,7,7,006,001,6.596538980202966,12.733507471950064,001,1,16,0,relu,none,adam,0.005,mse,100
001,009,base,001,0,7,7,006,001,27.34397896970121,21.447324840441162,001,1,32,0,relu,none,adam,5e-4,mse,10
001,009,base,001,0,7,7,006,001,10.686795006831577,12.065842401920104,001,1,32,0,relu,none,adam,5e-4,mse,50
001,009,base,001,0,7,7,006,001,8.324798626433862,12.604256100590485,001,1,32,0,relu,none,adam,5e-4,mse,100
001,009,base,001,0,7,7,006,001,23.036698632530573,20.417208041859965,001,1,32,0,relu,none,adam,0.001,mse,10
001,009,base,001,0,7,7,006,001,9.222054381450935,12.699766662685132,001,1,32,0,relu,none,adam,0.001,mse,50
