number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_lstm,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
001,000,age,001,0,7,7,006,001,21.73500101013144,14.171290776216825,001,2,64,8,relu,relu,adam,5e-4,mse,10
001,000,age,002,0,7,14,006,001,22.260252365118447,15.16041606321053,001,2,64,8,relu,relu,adam,5e-4,mse,10
001,000,age,003,0,7,21,006,001,26.717431833999203,16.77802959722212,001,2,64,8,relu,relu,adam,5e-4,mse,10
001,000,age,004,0,7,28,006,001,32.701186844033366,18.552147970788514,001,2,64,8,relu,relu,adam,5e-4,mse,10
001,000,age,005,0,7,35,006,001,12.349121634896214,19.867933614718396,001,2,16,8,relu,relu,adam,0.002,mse,100
001,000,age,006,7,7,7,006,001,39.952068085582084,16.710640979406957,001,2,16,32,relu,relu,adam,5e-4,mse,10
001,000,age,007,7,7,14,006,001,32.784703021191596,17.60542328580102,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,008,7,7,21,006,001,35.13002086637873,18.64773420351321,001,2,64,8,relu,relu,adam,5e-4,mse,10
001,000,age,009,7,7,28,006,001,39.42023409249659,20.028117698602273,001,2,64,32,relu,relu,adam,5e-4,mse,10
001,000,age,010,7,7,35,006,001,42.1815428661921,20.472664297821133,001,2,32,8,relu,relu,adam,0.001,mse,10
001,000,age,011,14,7,7,006,001,39.96476710095177,18.114661899131793,001,2,16,32,relu,relu,adam,5e-4,mse,10
001,000,age,012,14,7,14,006,001,39.263278137523045,19.007483133017313,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,013,14,7,21,006,001,42.92812555035479,20.41403243659562,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,014,14,7,28,006,001,45.17756318921988,21.065993794367323,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,015,14,7,35,006,001,50.260829907779,22.245115318182513,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,016,21,7,7,006,001,46.10037364521942,19.2658976450692,001,2,16,32,relu,relu,adam,5e-4,mse,10
001,000,age,017,21,7,14,006,001,42.91883951926986,19.975059551215804,001,2,32,8,relu,relu,adam,0.001,mse,10
001,000,age,018,21,7,21,006,001,46.79561576328039,21.344118806316033,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,019,21,7,28,006,001,48.39135848885182,22.547062747138668,001,2,32,8,relu,relu,adam,0.001,mse,10
001,000,age,020,21,7,35,006,001,54.80750780148029,22.406100516938526,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,021,28,7,7,006,001,44.43694499063385,20.289301304594193,001,2,16,16,relu,relu,adam,0.001,mse,10
001,000,age,022,28,7,14,006,001,47.519047445420796,21.13488132428365,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,023,28,7,21,006,001,50.265274861748864,22.00791465701136,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,024,28,7,28,006,001,54.96406769981478,22.524079565641006,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,025,28,7,35,006,001,57.304052642932525,22.026214596601054,001,2,16,8,relu,relu,adam,0.001,mse,10
001,000,age,001,0,7,7,006,002,15.688374184002427,11.538143535757527,001,2,64,32,relu,relu,adam,0.001,mse,10
001,000,age,002,0,7,14,006,002,19.571838709247437,12.909173468642287,001,2,64,16,relu,relu,adam,5e-4,mse,10
001,000,age,003,0,7,21,006,002,6.849340868126847,12.291090381736089,001,1,64,0,relu,none,adam,0.005,mse,100
001,000,age,004,0,7,28,006,002,8.318404273264044,14.058535612960956,001,2,64,32,relu,relu,adam,0.005,mse,100
001,000,age,005,0,7,35,006,002,32.642033324408786,15.640120802245084,001,2,16,16,relu,relu,adam,5e-4,mse,10
001,000,age,006,7,7,7,006,002,25.08445969614004,14.257217279712531,001,2,64,8,relu,relu,adam,5e-4,mse,10
001,000,age,007,7,7,14,006,002,29.55497095923711,14.832996169844037,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,008,7,7,21,006,002,34.036972731619855,15.726111798704645,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,009,7,7,28,006,002,34.954440435571925,16.507913516171214,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,010,7,7,35,006,002,38.2999640989771,16.999453479366235,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,011,14,7,7,006,002,31.18583134501915,15.507108981656662,001,2,32,8,relu,relu,adam,5e-4,mse,10
001,000,age,012,14,7,14,006,002,34.67565551255069,16.119718835844164,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,013,14,7,21,006,002,37.498648006201094,16.947021745208676,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,014,14,7,28,006,002,37.30494129390087,17.397603568849423,001,2,32,8,relu,relu,adam,5e-4,mse,10
001,000,age,015,14,7,35,006,002,40.595222347811706,18.191827844927946,001,2,32,8,relu,relu,adam,5e-4,mse,10
001,000,age,016,21,7,7,006,002,36.53332443491749,17.231150504310815,001,2,16,16,relu,relu,adam,5e-4,mse,10
001,000,age,017,21,7,14,006,002,38.58154266650108,17.523058192507236,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,018,21,7,21,006,002,37.64458774420103,18.423829120164854,001,2,32,8,relu,relu,adam,5e-4,mse,10
001,000,age,019,21,7,28,006,002,40.25911985812366,18.820690339635167,001,2,32,8,relu,relu,adam,5e-4,mse,10
001,000,age,020,21,7,35,006,002,45.75559406646798,19.377642475647953,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,021,28,7,7,006,002,42.466400205367975,18.292983883387446,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,022,28,7,14,006,002,41.92652026455551,18.59016955173869,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,023,28,7,21,006,002,43.63870756941033,19.061243110271825,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,024,28,7,28,006,002,44.73838839227982,19.69978726864087,001,2,16,16,relu,relu,adam,5e-4,mse,10
001,000,age,025,28,7,35,006,002,47.07973966748859,20.0415665047157,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,001,0,7,7,006,003,10.715318743699758,6.693404015584521,001,1,16,0,relu,none,adam,0.005,mse,50
001,000,age,002,0,7,14,006,003,10.417834936716034,6.373848861552874,001,2,32,16,relu,relu,adam,5e-4,mse,50
001,000,age,003,0,7,21,006,003,9.162978829198646,6.613990971756914,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,004,0,7,28,006,003,8.893030187033066,7.482796041194757,001,2,32,16,relu,relu,adam,5e-4,mse,50
001,000,age,005,0,7,35,006,003,9.071884975302888,8.871844278644463,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,006,7,7,7,006,003,15.173859978567044,9.712477153665478,001,2,64,16,relu,relu,adam,5e-4,mse,50
001,000,age,007,7,7,14,006,003,12.405955350112544,9.197382593604221,001,2,16,8,relu,relu,adam,5e-4,mse,100
001,000,age,008,7,7,21,006,003,11.075513932115268,11.31652620377945,001,2,32,16,relu,relu,adam,5e-4,mse,50
001,000,age,009,7,7,28,006,003,10.177647141436818,13.377101158832188,001,2,16,8,relu,relu,adam,0.002,mse,50
001,000,age,010,7,7,35,006,003,10.913876175949518,15.232615472252037,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,011,14,7,7,006,003,18.48776894177186,11.999646025822596,001,2,64,32,relu,relu,adam,5e-4,mse,50
001,000,age,012,14,7,14,006,003,14.425189828190751,13.435827349136838,001,2,32,16,relu,relu,adam,5e-4,mse,50
001,000,age,013,14,7,21,006,003,29.1550291634934,15.576564115560108,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,014,14,7,28,006,003,29.505796969712748,18.230199006117534,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,015,14,7,35,006,003,32.678381667913804,19.525413070689357,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,016,21,7,7,006,003,29.511670366009902,16.35482243842496,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,017,21,7,14,006,003,30.47092772371247,16.12578920721602,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,018,21,7,21,006,003,29.81062546996208,17.547593004617493,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,019,21,7,28,006,003,31.87973962411213,19.010507971270357,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,020,21,7,35,006,003,33.475468296104715,21.351332015749776,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,021,28,7,7,006,003,31.92654317502503,15.321790302303913,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,022,28,7,14,006,003,31.625996096922297,17.222325355622903,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,023,28,7,21,006,003,33.08575086762153,18.954709759297756,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,024,28,7,28,006,003,34.743682503977084,20.16272558654275,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,025,28,7,35,006,003,32.72997524217596,22.251876542991152,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,001,0,7,7,006,004,11.01830725816256,9.152359244148508,001,1,64,0,relu,none,adam,5e-4,mse,50
001,000,age,002,0,7,14,006,004,9.346925709412199,10.351025773920586,001,2,32,32,relu,relu,adam,5e-4,mse,50
001,000,age,003,0,7,21,006,004,8.057248798660074,12.880900666918116,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,004,0,7,28,006,004,8.788401019297005,14.377067399518669,001,1,32,0,relu,none,adam,5e-4,mse,50
001,000,age,005,0,7,35,006,004,7.865555663548305,15.576231465496294,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,006,7,7,7,006,004,13.784950576764997,16.327031911934956,001,1,16,0,relu,none,adam,0.001,mse,100
001,000,age,007,7,7,14,006,004,12.782658822713959,16.47087427737274,001,2,16,32,relu,relu,adam,5e-4,mse,50
001,000,age,008,7,7,21,006,004,11.706128473552011,18.50319515658579,001,1,32,0,relu,none,adam,5e-4,mse,50
001,000,age,009,7,7,28,006,004,11.206222362587159,20.669084558452138,001,2,32,8,relu,relu,adam,5e-4,mse,50
001,000,age,010,7,7,35,006,004,10.85746438044629,23.713218175645224,001,2,32,16,relu,relu,adam,5e-4,mse,50
001,000,age,011,14,7,7,006,004,17.66113471478801,21.31187415171536,001,1,64,0,relu,none,adam,5e-4,mse,50
001,000,age,012,14,7,14,006,004,15.67894678405173,23.341552378663266,001,2,16,32,relu,relu,adam,5e-4,mse,50
001,000,age,013,14,7,21,006,004,14.60244229573156,25.85323377974437,001,1,32,0,relu,none,adam,5e-4,mse,50
001,000,age,014,14,7,28,006,004,12.91602914798269,27.55219254272245,001,2,32,8,relu,relu,adam,0.001,mse,50
001,000,age,015,14,7,35,006,004,11.14473279929528,28.41640404236928,001,1,64,0,relu,none,adam,0.001,mse,100
001,000,age,016,21,7,7,006,004,20.956439556864026,28.879973153315593,001,1,32,0,relu,none,adam,5e-4,mse,50
001,000,age,017,21,7,14,006,004,28.278297292482243,31.513053859833978,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,018,21,7,21,006,004,17.807169366031374,33.16452496436781,001,2,32,8,relu,relu,adam,5e-4,mse,50
001,000,age,019,21,7,28,006,004,16.105181653539947,33.57185284152982,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,020,21,7,35,006,004,16.053758772260448,36.51306214003649,001,2,64,8,relu,relu,adam,5e-4,mse,50
001,000,age,021,28,7,7,006,004,30.056020795114105,32.2563858199252,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,022,28,7,14,006,004,30.855869994435377,34.34498967110637,001,1,16,0,relu,none,adam,5e-4,mse,10
001,000,age,023,28,7,21,006,004,31.076522865718033,33.72047339470069,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,024,28,7,28,006,004,32.42002491335111,38.669747334793705,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,000,age,025,28,7,35,006,004,32.687773648917705,40.27921391632646,001,1,16,0,relu,none,adam,5e-4,mse,10
