number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_lstm,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
001,002,base,001,0,7,7,006,001,55.58790247811121,22.35964696777191,001,1,16,0,relu,none,adam,5e-4,mse,10
001,002,base,001,0,7,7,006,001,24.257528312090866,22.159816436760025,001,1,16,0,relu,none,adam,5e-4,mse,50
001,002,base,001,0,7,7,006,001,20.25371044357182,16.69917536925029,001,1,16,0,relu,none,adam,5e-4,mse,100
001,002,base,001,0,7,7,006,001,33.35766836934767,18.002232335425038,001,1,16,0,relu,none,adam,0.001,mse,10
001,002,base,001,0,7,7,006,001,20.593914695907586,16.929219715980633,001,1,16,0,relu,none,adam,0.001,mse,50
001,002,base,001,0,7,7,006,001,19.058226786327396,16.764826737468585,001,1,16,0,relu,none,adam,0.001,mse,100
001,002,base,001,0,7,7,006,001,29.70398411201557,29.634054597252366,001,1,16,0,relu,none,adam,0.002,mse,10
001,002,base,001,0,7,7,006,001,19.532935371244875,16.313229012050847,001,1,16,0,relu,none,adam,0.002,mse,50
001,002,base,001,0,7,7,006,001,18.12043921052414,16.60859706797222,001,1,16,0,relu,none,adam,0.002,mse,100
001,002,base,001,0,7,7,006,001,25.77182660567684,24.785754855850637,001,1,16,0,relu,none,adam,0.005,mse,10
001,002,base,001,0,7,7,006,001,19.116018943623853,16.356096416583274,001,1,16,0,relu,none,adam,0.005,mse,50
001,002,base,001,0,7,7,006,001,17.515573155179947,16.15165990397251,001,1,16,0,relu,none,adam,0.005,mse,100
001,002,base,001,0,7,7,006,001,41.59297411079987,15.109426146077192,001,1,32,0,relu,none,adam,5e-4,mse,10
001,002,base,001,0,7,7,006,001,20.864418650589016,17.504314735970794,001,1,32,0,relu,none,adam,5e-4,mse,50
001,002,base,001,0,7,7,006,001,18.894291744371134,16.077419681993113,001,1,32,0,relu,none,adam,5e-4,mse,100
001,002,base,001,0,7,7,006,001,30.132712043473784,31.85770931808142,001,1,32,0,relu,none,adam,0.001,mse,10
001,002,base,001,0,7,7,006,001,19.44652686513275,15.814657796654386,001,1,32,0,relu,none,adam,0.001,mse,50
001,002,base,001,0,7,7,006,001,18.41305605641263,16.58375617219913,001,1,32,0,relu,none,adam,0.001,mse,100
001,002,base,001,0,7,7,006,001,27.603961499156636,26.50035139592912,001,1,32,0,relu,none,adam,0.002,mse,10
001,002,base,001,0,7,7,006,001,18.957602143944708,15.872090388300732,001,1,32,0,relu,none,adam,0.002,mse,50
001,002,base,001,0,7,7,006,001,17.724131171240174,16.788381280263685,001,1,32,0,relu,none,adam,0.002,mse,100
001,002,base,001,0,7,7,006,001,24.666438040002348,23.099304368638098,001,1,32,0,relu,none,adam,0.005,mse,10
001,002,base,001,0,7,7,006,001,18.48187729307156,15.915792810410903,001,1,32,0,relu,none,adam,0.005,mse,50
001,002,base,001,0,7,7,006,001,17.22733188390982,16.295225652667565,001,1,32,0,relu,none,adam,0.005,mse,100
001,002,base,001,0,7,7,006,001,29.534748460780392,26.16749489783568,001,1,64,0,relu,none,adam,5e-4,mse,10
001,002,base,001,0,7,7,006,001,19.223359029160576,15.349520049608778,001,1,64,0,relu,none,adam,5e-4,mse,50
001,002,base,001,0,7,7,006,001,18.192470993390224,16.006571284630787,001,1,64,0,relu,none,adam,5e-4,mse,100
001,002,base,001,0,7,7,006,001,28.07351692779898,25.71014046600263,001,1,64,0,relu,none,adam,0.001,mse,10
001,002,base,001,0,7,7,006,001,18.819955690078615,15.43697362281608,001,1,64,0,relu,none,adam,0.001,mse,50
001,002,base,001,0,7,7,006,001,17.460163154728672,16.305291169409177,001,1,64,0,relu,none,adam,0.001,mse,100
001,002,base,001,0,7,7,006,001,26.441528113125415,26.235100029141304,001,1,64,0,relu,none,adam,0.002,mse,10
001,002,base,001,0,7,7,006,001,18.426769815440952,15.332217753810003,001,1,64,0,relu,none,adam,0.002,mse,50
001,002,base,001,0,7,7,006,001,17.395991153118633,16.976587530827693,001,1,64,0,relu,none,adam,0.002,mse,100
001,002,base,001,0,7,7,006,001,22.97424613486138,20.539019919666774,001,1,64,0,relu,none,adam,0.005,mse,10
001,002,base,001,0,7,7,006,001,17.87732811258164,15.709704344662907,001,1,64,0,relu,none,adam,0.005,mse,50
001,002,base,001,0,7,7,006,001,17.255638086388096,16.719156374127202,001,1,64,0,relu,none,adam,0.005,mse,100
001,002,base,001,0,7,7,006,001,55.71539227630019,21.905723649213513,001,2,16,8,relu,relu,adam,5e-4,mse,10
001,002,base,001,0,7,7,006,001,22.36975050412336,19.952128735465248,001,2,16,8,relu,relu,adam,5e-4,mse,50
001,002,base,001,0,7,7,006,001,19.541080955066985,16.537529422515494,001,2,16,8,relu,relu,adam,5e-4,mse,100
001,002,base,001,0,7,7,006,001,36.070274492227284,17.438328931393343,001,2,16,8,relu,relu,adam,0.001,mse,10
001,002,base,001,0,7,7,006,001,20.725684676048704,17.008901167319618,001,2,16,8,relu,relu,adam,0.001,mse,50
001,002,base,001,0,7,7,006,001,18.77426408794449,16.66084162049117,001,2,16,8,relu,relu,adam,0.001,mse,100
001,002,base,001,0,7,7,006,001,29.269832272250834,27.690010447687904,001,2,16,8,relu,relu,adam,0.002,mse,10
001,002,base,001,0,7,7,006,001,19.70179269186619,16.781570191749,001,2,16,8,relu,relu,adam,0.002,mse,50
001,002,base,001,0,7,7,006,001,17.6404058188812,16.78610704196297,001,2,16,8,relu,relu,adam,0.002,mse,100
001,002,base,001,0,7,7,006,001,27.652326872936825,28.534270025405313,001,2,16,8,relu,relu,adam,0.005,mse,10
