number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,000,age,001,0,7,7,002,001,001,5.604258999880967,5.576989903630875
001,000,age,001,0,7,7,002,002,001,4.405434995929071,18.011795236350757
001,000,age,001,0,7,7,002,003,001,8.605697711181737,11.610946039918439
001,000,age,001,0,7,7,002,004,001,8.658240298299932,9.089286320759584
001,000,age,001,0,7,7,002,005,001,8.769828772070822,9.955525003060362
001,000,age,001,0,7,7,002,006,001,8.684133821901888,12.985238620095675
001,000,age,001,0,7,7,002,007,001,9.093383310844589,22.560673010256973
001,000,age,001,0,7,7,002,008,001,10.133657869071216,21.12644770967787
001,000,age,001,0,7,7,002,009,001,11.308038115374009,14.095958197688534
001,000,age,001,0,7,7,002,010,001,11.555721331843852,10.11941500209052
001,000,age,001,0,7,7,002,011,001,11.3574375456736,6.320489786554326
001,000,age,001,0,7,7,002,012,001,11.125950360124076,7.04948139813184
001,000,age,002,0,7,14,002,001,001,1.3521277476207667,19.061946985478983
001,000,age,002,0,7,14,002,002,001,3.7013156649600165,17.10667929457397
001,000,age,002,0,7,14,002,003,001,6.584928093201603,20.45705621206304
001,000,age,002,0,7,14,002,004,001,7.511839629512987,14.53719682182058
001,000,age,002,0,7,14,002,005,001,8.57013785912767,9.524034212111308
001,000,age,002,0,7,14,002,006,001,8.49896763621737,12.466654202969295
001,000,age,002,0,7,14,002,007,001,8.823286593305145,19.03566900616376
001,000,age,002,0,7,14,002,008,001,9.767130237414786,22.507159718958423
001,000,age,002,0,7,14,002,009,001,11.001755015096341,14.446448265745097
001,000,age,002,0,7,14,002,010,001,11.287487289326897,10.287385783103165
001,000,age,002,0,7,14,002,011,001,11.126380463511788,6.711751657600546
001,000,age,002,0,7,14,002,012,001,10.905985877918424,7.761917273227638
001,000,age,003,0,7,21,002,001,001,1.7633303021104109e-12,1173.9663731294847
001,000,age,003,0,7,21,002,002,001,2.172935484778113,20.882688271361832
001,000,age,003,0,7,21,002,003,001,5.669359313156879,25.638935526720807
001,000,age,003,0,7,21,002,004,001,6.738549582081543,16.17839007453716
001,000,age,003,0,7,21,002,005,001,8.229970046906011,9.546761661006133
001,000,age,003,0,7,21,002,006,001,8.20123309431692,13.011688267587193
001,000,age,003,0,7,21,002,007,001,8.59875045974244,19.391700268202452
001,000,age,003,0,7,21,002,008,001,9.482415617051794,20.130137149000838
