number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_nn,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
001,009,base,001,0,7,7,006,001,11.456519281123784,11.416934464090637,003,1,16,0,relu,none,adam,0.002,mse,25
001,009,base,002,0,7,14,006,001,8.788967797731795,12.273483229424636,003,2,16,16,relu,relu,adam,0.001,mse,50
001,009,base,003,0,7,21,006,001,10.641904800064356,11.42346261539736,003,1,32,0,relu,none,adam,5e-4,mse,25
001,009,base,004,0,7,28,006,001,7.174944175738647,11.100148933199705,003,1,32,0,relu,none,adam,0.001,mse,50
001,009,base,005,0,7,35,006,001,8.096490980183681,11.31146031228712,003,1,32,0,relu,none,adam,0.005,mse,50
001,009,base,006,7,7,7,006,001,17.20795854322524,16.967819333875145,003,1,32,0,relu,none,adam,0.001,mse,25
001,009,base,007,7,7,14,006,001,10.180277354612766,15.278291745081814,003,2,16,16,relu,relu,adam,0.002,mse,50
001,009,base,008,7,7,21,006,001,10.862341574297357,13.73636780422986,003,2,64,8,relu,relu,adam,0.005,mse,25
001,009,base,009,7,7,28,006,001,9.943784457919154,13.066436262422982,003,2,64,8,relu,relu,adam,0.005,mse,25
001,009,base,010,7,7,35,006,001,10.996527265026723,13.745804022814367,003,1,64,0,relu,none,adam,0.005,mse,50
001,009,base,011,14,7,7,006,001,35.76870337147733,19.79240662425274,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,009,base,012,14,7,14,006,001,14.950572512418743,18.65927058600453,003,2,64,16,relu,relu,adam,0.005,mse,25
001,009,base,013,14,7,21,006,001,15.557456339888985,17.129331143022345,003,1,32,0,relu,none,adam,0.005,mse,25
001,009,base,014,14,7,28,006,001,11.228737443050962,14.919621864875662,003,1,16,0,relu,none,adam,0.005,mse,50
001,009,base,015,14,7,35,006,001,11.537036074674079,17.335772902029223,003,2,64,16,relu,relu,adam,5e-4,mse,50
001,009,base,016,21,7,7,006,001,38.40789866059998,19.96511519749056,003,2,16,8,relu,relu,adam,5e-4,mse,10
001,009,base,017,21,7,14,006,001,15.960003016276378,19.229902682163434,003,1,64,0,relu,none,adam,0.005,mse,25
001,009,base,018,21,7,21,006,001,11.949160042211068,16.85952842422134,003,1,16,0,relu,none,adam,0.005,mse,50
001,009,base,019,21,7,28,006,001,12.463542608659916,18.27856723411375,003,1,64,0,relu,none,adam,0.005,mse,50
001,009,base,020,21,7,35,006,001,15.262002660627775,20.436355456896592,003,2,64,8,relu,relu,adam,5e-4,mse,50
001,009,base,021,28,7,7,006,001,26.234540156407583,21.350642156364895,003,1,16,0,relu,none,adam,0.005,mse,25
001,009,base,022,28,7,14,006,001,22.090117084781102,18.798180467340472,003,1,16,0,relu,none,adam,0.005,mse,25
001,009,base,023,28,7,21,006,001,20.82874333431745,20.03005814835699,003,2,32,8,relu,relu,adam,0.002,mse,25
001,009,base,024,28,7,28,006,001,21.232683405406785,20.95073394515845,003,1,16,0,relu,none,adam,0.005,mse,25
001,009,base,025,28,7,35,006,001,14.611534231850174,21.753794071833433,003,1,32,0,relu,none,adam,0.005,mse,50
001,009,base,001,0,7,7,006,002,11.622016429784434,9.158211612570769,003,1,64,0,relu,none,adam,5e-4,mse,10
001,009,base,002,0,7,14,006,002,12.485904426046236,9.714927839214093,003,2,32,16,relu,relu,adam,0.001,mse,10
001,009,base,003,0,7,21,006,002,15.490105156548946,10.173357325848588,003,1,16,0,relu,none,adam,5e-4,mse,10
001,009,base,004,0,7,28,006,002,13.305648770817438,10.459456666566231,003,2,32,32,relu,relu,adam,5e-4,mse,10
001,009,base,005,0,7,35,006,002,13.078942264740892,10.250854435308932,003,1,16,0,relu,none,adam,0.001,mse,10
001,009,base,006,7,7,7,006,002,18.619723921443093,11.347110673921838,003,2,64,32,relu,relu,adam,5e-4,mse,10
001,009,base,007,7,7,14,006,002,18.490943617689233,11.58428432323265,003,2,64,16,relu,relu,adam,5e-4,mse,10
001,009,base,008,7,7,21,006,002,20.2589044131799,11.51113682099145,003,1,32,0,relu,none,adam,5e-4,mse,10
001,009,base,009,7,7,28,006,002,21.115205077360148,12.394614823223488,003,1,16,0,relu,none,adam,5e-4,mse,10
