number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,000,base,001,0,7,7,006,001,12.359181675507621,13.427386755697961,006,10,0.3,0,3,1,0,1,1,1,1,1,0
001,000,base,002,0,7,14,006,001,12.545495610527901,13.68228813294385,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,000,base,003,0,7,21,006,001,11.898180959986417,14.027442874562782,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,000,base,004,0,7,28,006,001,18.417545833236282,14.439503055214356,006,50,0.1,0,3,1,20,1,1,1,1,1,0
001,000,base,005,0,7,35,006,001,18.79096461952402,15.013694647217486,006,50,0.1,0,3,1,20,1,1,1,1,1,0
001,000,base,006,7,7,7,006,001,47.359622566074115,19.32617852742122,006,100,0.1,0,8,1,5,1,1,1,1,1,0
001,000,base,007,7,7,14,006,001,41.72956951469643,19.429761037430993,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,000,base,008,7,7,21,006,001,33.35987617542396,19.35830778179764,006,50,0.1,0,3,1,15,1,1,1,1,1,0
001,000,base,009,7,7,28,006,001,43.22645289613638,19.052785761963186,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,000,base,010,7,7,35,006,001,42.626283463786166,19.141571150774464,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,000,base,011,14,7,7,006,001,57.028114841303854,20.196319079174454,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,000,base,012,14,7,14,006,001,59.88778505629421,22.75943560624735,006,10,0.7,0,3,1,5,1,1,1,1,1,0
001,000,base,013,14,7,21,006,001,42.19901469877501,24.239304915745613,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,000,base,014,14,7,28,006,001,51.46371447525717,24.14508265017042,006,50,0.1,0,8,1,10,1,1,1,1,1,0
001,000,base,015,14,7,35,006,001,44.08891458848157,22.24806942077262,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,000,base,016,21,7,7,006,001,58.12312874276213,21.51786996570561,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,000,base,017,21,7,14,006,001,51.07993651296225,23.431338095405838,006,50,0.1,0,3,1,10,1,1,1,1,1,0
001,000,base,018,21,7,21,006,001,52.243453409365785,23.868524095673404,006,50,0.1,0,4,1,10,1,1,1,1,1,0
001,000,base,019,21,7,28,006,001,52.738026942157326,23.467837762159526,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,000,base,020,21,7,35,006,001,53.71743067705001,23.318480883624947,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,000,base,021,28,7,7,006,001,59.37867397540065,19.348913012947488,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,000,base,022,28,7,14,006,001,60.73520478825391,19.348913012947488,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,000,base,023,28,7,21,006,001,56.71338134203811,18.50278131088873,006,10,0.3,0,3,1,15,1,1,1,1,1,0
001,000,base,024,28,7,28,006,001,53.91365644882842,18.008742795302044,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,000,base,025,28,7,35,006,001,54.40098383667563,20.726305577016824,006,25,0.1,0,8,1,20,1,1,1,1,1,0
