number_xy,number_combination_features,name_data_set,number_grid_combinations_kNp_dates_train_test,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid,number_hyp_par_subgrid
001,007,base,002,001,0,7,7,002,001,003,1
001,007,base,002,001,0,7,7,002,001,003,2
001,007,base,002,001,0,7,7,002,001,003,3
001,007,base,002,001,0,7,7,002,001,003,4
001,007,base,002,001,0,7,7,002,001,003,5
001,007,base,002,001,0,7,7,002,001,003,6
001,007,base,002,001,0,7,7,002,001,003,7
001,007,base,002,001,0,7,7,002,001,003,8
001,007,base,002,001,0,7,7,002,001,003,9
001,007,base,002,001,0,7,7,002,001,003,10
001,007,base,002,001,0,7,7,002,001,003,11
001,007,base,002,001,0,7,7,002,001,003,12
001,007,base,002,001,0,7,7,002,001,003,13
001,007,base,002,001,0,7,7,002,001,003,14
001,007,base,002,001,0,7,7,002,001,003,15
001,007,base,002,001,0,7,7,002,001,003,16
001,007,base,002,001,0,7,7,002,001,003,17
001,007,base,002,001,0,7,7,002,001,003,18
001,007,base,002,001,0,7,7,002,001,003,19
001,007,base,002,001,0,7,7,002,001,003,20
001,007,base,002,001,0,7,7,002,001,003,21
001,007,base,002,001,0,7,7,002,001,003,22
001,007,base,002,001,0,7,7,002,001,003,23
001,007,base,002,001,0,7,7,002,001,003,24
001,007,base,002,001,0,7,7,002,001,003,25
001,007,base,002,001,0,7,7,002,001,003,26
001,007,base,002,001,0,7,7,002,001,003,27
001,007,base,002,001,0,7,7,002,001,003,28
001,007,base,002,001,0,7,7,002,001,003,29
001,007,base,002,001,0,7,7,002,001,003,30
001,007,base,002,001,0,7,7,002,001,003,31
001,007,base,002,001,0,7,7,002,001,003,32
001,007,base,002,001,0,7,7,002,001,003,33
001,007,base,002,001,0,7,7,002,001,003,34
001,007,base,002,001,0,7,7,002,001,003,35
001,007,base,002,001,0,7,7,002,001,003,36
001,007,base,002,001,0,7,7,002,001,003,37
001,007,base,002,001,0,7,7,002,001,003,38
001,007,base,002,001,0,7,7,002,001,003,39
001,007,base,002,001,0,7,7,002,001,003,40
001,007,base,002,001,0,7,7,002,001,003,41
001,007,base,002,001,0,7,7,002,001,003,42
001,007,base,002,001,0,7,7,002,001,003,43
001,007,base,002,001,0,7,7,002,001,003,44
001,007,base,002,001,0,7,7,002,001,003,45
001,007,base,002,001,0,7,7,002,001,003,46
001,007,base,002,001,0,7,7,002,001,003,47
001,007,base,002,001,0,7,7,002,001,003,48
001,007,base,002,001,0,7,7,002,001,003,49
001,007,base,002,001,0,7,7,002,001,003,50
001,007,base,002,001,0,7,7,002,002,003,1
001,007,base,002,001,0,7,7,002,002,003,2
001,007,base,002,001,0,7,7,002,002,003,3
001,007,base,002,001,0,7,7,002,002,003,4
001,007,base,002,001,0,7,7,002,002,003,5
001,007,base,002,001,0,7,7,002,002,003,6
001,007,base,002,001,0,7,7,002,002,003,7
001,007,base,002,001,0,7,7,002,002,003,8
001,007,base,002,001,0,7,7,002,002,003,9
001,007,base,002,001,0,7,7,002,002,003,10
001,007,base,002,001,0,7,7,002,002,003,11
001,007,base,002,001,0,7,7,002,002,003,12
