number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,008,base,001,0,7,7,006,001,9.621127650972642,12.154308572843565,006,10,0.3,0,3,1,0,1,1,1,1,1,0
001,008,base,002,0,7,14,006,001,11.538069870056427,12.912116194570945,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,008,base,003,0,7,21,006,001,11.29959521027671,12.970888453094894,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,008,base,004,0,7,28,006,001,18.175941126519284,13.436682742367344,006,50,0.1,0,3,1,20,1,1,1,1,1,0
001,008,base,005,0,7,35,006,001,18.330293864018245,13.936628486513252,006,50,0.1,0,3,1,20,1,1,1,1,1,0
001,008,base,006,7,7,7,006,001,17.301929407538143,16.539466680828433,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,008,base,007,7,7,14,006,001,16.28183838345536,18.00713305925329,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,008,base,008,7,7,21,006,001,42.333774483597836,18.1716710926012,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,008,base,009,7,7,28,006,001,41.44528014156322,18.43385391477497,006,25,0.5,0,3,1,5,1,1,1,1,1,0
001,008,base,010,7,7,35,006,001,34.3925833937435,18.1445939637445,006,10,0.3,0,3,1,25,1,1,1,1,1,0
001,008,base,011,14,7,7,006,001,48.146211259998196,17.68059111887205,006,100,0.1,0,5,1,5,1,1,1,1,1,0
001,008,base,012,14,7,14,006,001,49.1914495212751,18.54184075119192,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,008,base,013,14,7,21,006,001,50.267956712886466,19.299608465913554,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,008,base,014,14,7,28,006,001,51.32281918076198,19.518565457246698,006,50,0.1,0,3,1,10,1,1,1,1,1,0
001,008,base,015,14,7,35,006,001,45.62638814548176,19.61082228378604,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,008,base,016,21,7,7,006,001,52.900116725992994,18.855983002123658,006,10,0.3,0,3,1,15,1,1,1,1,1,0
001,008,base,017,21,7,14,006,001,50.6458885621395,19.824423480719826,006,10,0.5,0,5,1,10,1,1,1,1,1,0
