number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,009,base,001,0,7,7,006,001,001,9.613806537928236,15.282587471182856
001,009,base,001,0,7,7,006,002,001,10.326276287028652,16.42193311354116
001,009,base,001,0,7,7,006,003,001,10.220062647471881,6.460112053461898
001,009,base,001,0,7,7,006,004,001,9.7690079109955,6.518434468846463
001,009,base,002,0,7,14,006,001,001,4.962380172362866,30.20715936761899
001,009,base,002,0,7,14,006,002,001,7.768666552266282,40.532322813404555
001,009,base,002,0,7,14,006,003,001,8.696290200347804,7.26389167664837
001,009,base,002,0,7,14,006,004,001,8.45774351243231,8.816881362291806
001,009,base,003,0,7,21,006,001,001,1.3761750007157568e-12,332.83419618396755
001,009,base,003,0,7,21,006,002,001,3.0732445852888657,50.109930817856565
001,009,base,003,0,7,21,006,003,001,6.898373881713706,12.103380084561628
001,009,base,003,0,7,21,006,004,001,7.1824799633623995,17.880357703479326
001,009,base,004,0,7,28,006,001,001,5.698973231828328e-13,55.1835768505767
001,009,base,004,0,7,28,006,002,001,2.5526271293381957e-12,270.0954023889129
001,009,base,004,0,7,28,006,003,001,5.1492049348136035,12.528088660049292
001,009,base,004,0,7,28,006,004,001,5.5254255680172975,21.508851136252545
001,009,base,005,0,7,35,006,001,001,8.104860303116507e-12,268.08590401639987
001,009,base,005,0,7,35,006,002,001,3.283352311727836e-11,5627.101250409581
001,009,base,005,0,7,35,006,003,001,2.672378611631504,40.75571438337886
001,009,base,005,0,7,35,006,004,001,4.897698868156489,25.100795995445523
001,009,base,006,7,7,7,006,001,001,12.420625503774787,23.0680914163467
001,009,base,006,7,7,7,006,002,001,14.366472125839522,27.99301413579448
001,009,base,006,7,7,7,006,003,001,14.431726039728265,7.572466098149501
001,009,base,006,7,7,7,006,004,001,13.78496262314915,12.121374020712594
001,009,base,007,7,7,14,006,001,001,5.02133401712686,27.877597497340137
001,009,base,007,7,7,14,006,002,001,9.235320499410808,44.77182993644013
001,009,base,007,7,7,14,006,003,001,11.340849292187544,13.273801110403847
001,009,base,007,7,7,14,006,004,001,11.287098780818905,19.607870356155942
001,009,base,008,7,7,21,006,001,001,2.786746002157694e-13,97.85470374622443
001,009,base,008,7,7,21,006,002,001,3.0263610911669034,37.36955700973345
001,009,base,008,7,7,21,006,003,001,9.056858599679911,18.26190465314216
001,009,base,008,7,7,21,006,004,001,9.386983135827947,25.01783745697052
001,009,base,009,7,7,28,006,001,001,1.667927499308305e-12,81.87565113246673
001,009,base,009,7,7,28,006,002,001,1.8290787041642964e-12,206.5010538160973
001,009,base,009,7,7,28,006,003,001,7.184158527177681,24.71365779250472
001,009,base,009,7,7,28,006,004,001,7.688863611761206,32.02761582106293
001,009,base,010,7,7,35,006,001,001,7.80638485123054e-12,3165.1108547612293
001,009,base,010,7,7,35,006,002,001,6.347414052013163e-12,422.1993191001524
001,009,base,010,7,7,35,006,003,001,3.419994368571484,74.11495958653276
001,009,base,010,7,7,35,006,004,001,6.270308657491906,41.740529065675084
001,009,base,011,14,7,7,006,001,001,16.232220737812078,29.565347152578322
001,009,base,011,14,7,7,006,002,001,18.109649402778707,29.45371667058035
001,009,base,011,14,7,7,006,003,001,17.278732990010475,14.626851550155958
001,009,base,011,14,7,7,006,004,001,17.024153175238204,23.675799365745416
001,009,base,012,14,7,14,006,001,001,5.268293122886387,36.114268553264985
001,009,base,012,14,7,14,006,002,001,10.725469479161674,43.47401816750187
001,009,base,012,14,7,14,006,003,001,13.45517447719646,19.465842904471533
001,009,base,012,14,7,14,006,004,001,13.972098993762927,25.5017619855333
001,009,base,013,14,7,21,006,001,001,1.6420700676315887e-11,558.2346229319384
001,009,base,013,14,7,21,006,002,001,3.1953683939727062,53.804045386868545
001,009,base,013,14,7,21,006,003,001,10.387886460351913,28.402291381577673
001,009,base,013,14,7,21,006,004,001,11.484346672580504,34.520718777742175
001,009,base,014,14,7,28,006,001,001,7.22523196347461e-13,108.74614928208246
001,009,base,014,14,7,28,006,002,001,1.5474849717576423e-12,110.43853580430314
001,009,base,014,14,7,28,006,003,001,7.455822450557,36.780580785091864
001,009,base,014,14,7,28,006,004,001,8.655849796852763,42.74315263430923
001,009,base,015,14,7,35,006,001,001,2.088470133167568e-13,94.06855491993275
001,009,base,015,14,7,35,006,002,001,5.521523670425397e-12,498.9944033598114
001,009,base,015,14,7,35,006,003,001,2.9691852773889433,62.7800599223784
001,009,base,015,14,7,35,006,004,001,5.703238759963088,51.20837302596067
001,009,base,016,21,7,7,006,001,001,15.61460012583754,30.33590554869974
001,009,base,016,21,7,7,006,002,001,18.83645898912421,36.16950996717901
001,009,base,016,21,7,7,006,003,001,19.023726379849958,17.696708295985616
