number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,000,age,001,0,7,7,002,001,10.033079700796053,3.292994712822665,006,10,0.1,0,6,1,10,1,1,1,1,1,0
001,000,age,002,0,7,14,002,001,13.489378512537963,3.809544101677557,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,003,0,7,21,002,001,8.29421712953087,1.5719850709668703,006,10,0.1,0,8,1,15,1,1,1,1,1,0
001,000,age,004,0,7,28,002,001,6.812964691692692,1.5947090150517071,006,10,0.1,0,5,1,20,1,1,1,1,1,0
001,000,age,005,0,7,35,002,001,6.850096545473352,1.6182266904228484,006,10,0.1,0,3,1,10,1,1,1,1,1,0
001,000,age,006,7,7,7,002,001,13.489378512537963,3.652520922720237,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,007,7,7,14,002,001,13.663615196433367,3.652520922720237,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,008,7,7,21,002,001,12.304934659521205,3.5469302624726056,006,10,0.1,0,8,1,5,1,1,1,1,1,0
001,000,age,009,7,7,28,002,001,5.798082662117747,1.936029470928023,006,10,0.1,0,3,1,15,1,1,1,1,1,0
001,000,age,010,7,7,35,002,001,4.333931402840754,2.002152497895399,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,000,age,011,14,7,7,002,001,13.662061651365306,3.685557397915997,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,012,14,7,14,002,001,12.307952745795482,3.643128526788198,006,10,0.1,0,6,1,5,1,1,1,1,1,0
001,000,age,013,14,7,21,002,001,9.262639717671616,3.653881690601911,006,10,0.1,0,5,1,5,1,1,1,1,1,0
001,000,age,014,14,7,28,002,001,6.438293373174102,3.663833884730301,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,015,14,7,35,002,001,4.122427266196438,3.053778921838196,006,10,0.1,0,5,1,5,1,1,1,1,1,0
001,000,age,016,21,7,7,002,001,12.307952745795482,3.5946139002453066,006,10,0.1,0,6,1,5,1,1,1,1,1,0
001,000,age,017,21,7,14,002,001,9.274585081103204,3.5921983508405675,006,10,0.1,0,7,1,5,1,1,1,1,1,0
001,000,age,018,21,7,21,002,001,6.439273567554666,3.6002197713495203,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,019,21,7,28,002,001,4.122094866117085,3.2694774214649858,006,10,0.1,0,5,1,5,1,1,1,1,1,0
001,000,age,020,21,7,35,002,001,3.4712955602829783,3.396775301922018,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,021,28,7,7,002,001,9.293677060718307,4.787585190995531,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,022,28,7,14,002,001,6.438920172003987,4.780576618911982,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,000,age,023,28,7,21,002,001,4.122501937335698,4.784433514257245,006,10,0.1,0,5,1,5,1,1,1,1,1,0
001,000,age,024,28,7,28,002,001,3.4712955602829783,4.750104273858873,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,000,age,025,28,7,35,002,001,2.9275010287107426,4.750780870637397,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,000,age,001,0,7,7,002,002,2.9976366172330207,35.39277181326193,006,10,0.7,0,3,1,0,1,1,1,1,1,0
001,000,age,002,0,7,14,002,002,1.5167273136349473,40.39551278314158,006,50,0.5,0,3,1,10,1,1,1,1,1,0
001,000,age,003,0,7,21,002,002,0.03416737395197149,45.77527659764188,006,25,0.7,0,8,1,5,1,1,1,1,1,0
001,000,age,004,0,7,28,002,002,0.01919641333942543,47.43344073257356,006,50,0.7,0,5,1,5,1,1,1,1,1,0
001,000,age,005,0,7,35,002,002,0.0010260130428717052,46.653853538098595,006,25,0.7,0,8,1,10,1,1,1,1,1,0
001,000,age,006,7,7,7,002,002,4.017090303147467,39.823444718829705,006,25,0.7,0,3,1,10,1,1,1,1,1,0
001,000,age,007,7,7,14,002,002,2.0153578560291385,45.234032975498884,006,150,0.3,0,3,1,5,1,1,1,1,1,0
001,000,age,008,7,7,21,002,002,0.3878951249419255,49.71558834020065,006,25,0.5,0,5,1,5,1,1,1,1,1,0
001,000,age,009,7,7,28,002,002,8.857349268616818e-4,49.22018424975976,006,100,0.5,0,8,1,10,1,1,1,1,1,0
001,000,age,010,7,7,35,002,002,7.209134614085697e-4,52.83246318252287,006,100,0.5,0,8,1,10,1,1,1,1,1,0
