number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,number_hyp_par_grid_lr,rmse_train,rmse_test
001,008,base,001,0,7,7,002,001,001,3.507946132875924,6.329338526478307
001,008,base,001,0,7,7,002,002,001,3.5294766928136285,21.321305898430804
001,008,base,001,0,7,7,002,003,001,9.014428577304876,11.553257560498398
001,008,base,001,0,7,7,002,004,001,9.384469024911622,9.240968274371019
001,008,base,001,0,7,7,002,005,001,9.331474669582423,7.698914022585079
001,008,base,001,0,7,7,002,006,001,8.98358366156527,13.206783801604237
001,008,base,001,0,7,7,002,007,001,9.366782242106245,20.779338067145517
001,008,base,001,0,7,7,002,008,001,10.209887108164965,16.775048750781952
001,008,base,001,0,7,7,002,009,001,11.11479534769612,13.337033152722906
001,008,base,001,0,7,7,002,010,001,11.29795659607403,10.35533692530019
001,008,base,001,0,7,7,002,011,001,11.091430418719629,6.113153866489893
001,008,base,001,0,7,7,002,012,001,10.870584533669419,6.366313117091983
001,008,base,002,0,7,14,002,001,001,6.109511592542942e-14,19.516412672269194
001,008,base,002,0,7,14,002,002,001,2.0760404208671006,26.267788434903764
001,008,base,002,0,7,14,002,003,001,8.32468325534836,13.689612376308585
001,008,base,002,0,7,14,002,004,001,8.78653165294164,10.511946099023088
001,008,base,002,0,7,14,002,005,001,8.95020163655749,8.126127003571266
001,008,base,002,0,7,14,002,006,001,8.687945696408162,12.907093032820844
001,008,base,002,0,7,14,002,007,001,8.999816441355506,21.24193626001684
001,008,base,002,0,7,14,002,008,001,9.784379216604256,16.87683816403407
001,008,base,002,0,7,14,002,009,001,10.701974358306483,13.395369044570849
001,008,base,002,0,7,14,002,010,001,10.934848821935116,11.892592918429866
001,008,base,002,0,7,14,002,011,001,10.831459683570687,6.440264281967117
001,008,base,002,0,7,14,002,012,001,10.640898040946361,6.908757138104333
001,008,base,003,0,7,21,002,001,001,1.3244562507758466e-13,47.44871672928491
001,008,base,003,0,7,21,002,002,001,1.1947098392005444,41.03932240154315
001,008,base,003,0,7,21,002,003,001,7.0780734798419775,16.788140250872857
001,008,base,003,0,7,21,002,004,001,7.821554400617144,11.44895736424986
001,008,base,003,0,7,21,002,005,001,8.093897473504992,8.53629978244221
001,008,base,003,0,7,21,002,006,001,7.976948531518586,14.136947617041221
001,008,base,003,0,7,21,002,007,001,8.51397603072872,22.640126169316904
001,008,base,003,0,7,21,002,008,001,9.30630859094636,15.945845258082901
001,008,base,003,0,7,21,002,009,001,10.179393944750053,13.803101475886272
001,008,base,003,0,7,21,002,010,001,10.473849598051686,11.942985435296798
001,008,base,003,0,7,21,002,011,001,10.450146079386522,7.47833252036119
001,008,base,003,0,7,21,002,012,001,10.320794066386897,6.9000110486394455
001,008,base,004,0,7,28,002,001,001,3.6087097819005254e-13,169.45189293064195
001,008,base,004,0,7,28,002,002,001,4.537317050086435e-12,767.4450503168714
001,008,base,004,0,7,28,002,003,001,5.227091443640411,23.866929319810275
001,008,base,004,0,7,28,002,004,001,6.715845455134811,12.940263745639925
001,008,base,004,0,7,28,002,005,001,7.274096312368502,7.425617984023246
001,008,base,004,0,7,28,002,006,001,7.03769422999576,14.461684467147743
