number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,005,base,001,0,7,7,006,001,2.6256568348394334,12.734347740155583,006,100,0.1,0,4,1,0,1,1,1,1,1,0
001,005,base,002,0,7,14,006,001,11.925226259318482,12.905926655057966,006,25,0.1,0,3,1,0,1,1,1,1,1,0
001,005,base,003,0,7,21,006,001,0.06758938568266644,13.32773291288288,006,100,0.1,0,6,1,0,1,1,1,1,1,0
001,005,base,004,0,7,28,006,001,17.836794623411134,14.394399330389659,006,50,0.1,0,4,1,20,1,1,1,1,1,0
001,005,base,005,0,7,35,006,001,18.542928721665085,14.245547700837022,006,50,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,006,7,7,7,006,001,47.32889839338253,18.274978732808236,006,100,0.1,0,6,1,5,1,1,1,1,1,0
001,005,base,007,7,7,14,006,001,48.00983510966686,18.99490765124909,006,100,0.1,0,8,1,5,1,1,1,1,1,0
001,005,base,008,7,7,21,006,001,48.8702215376112,19.22647767819214,006,10,0.5,0,5,1,10,1,1,1,1,1,0
001,005,base,009,7,7,28,006,001,41.74793688916685,18.830355400926624,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,005,base,010,7,7,35,006,001,34.56287513963323,18.875614979725167,006,10,0.3,0,3,1,25,1,1,1,1,1,0
001,005,base,011,14,7,7,006,001,57.01340654308902,19.567727498062737,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,005,base,012,14,7,14,006,001,58.00198743394259,20.31558377757015,006,25,0.3,0,5,1,5,1,1,1,1,1,0
001,005,base,013,14,7,21,006,001,59.11003002764393,23.403190741097212,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,005,base,014,14,7,28,006,001,51.55714571885448,22.655201091006415,006,10,0.5,0,4,1,10,1,1,1,1,1,0
001,005,base,015,14,7,35,006,001,43.99725041519727,20.28049875329055,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,005,base,016,21,7,7,006,001,58.12312874276213,21.009275113111705,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,005,base,017,21,7,14,006,001,54.1757335575757,22.883893569284833,006,10,0.3,0,3,1,15,1,1,1,1,1,0
001,005,base,018,21,7,21,006,001,55.41012506869626,24.11489809783713,006,10,0.3,0,4,1,15,1,1,1,1,1,0
001,005,base,019,21,7,28,006,001,52.70204833045152,23.49448689466486,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,020,21,7,35,006,001,46.577985920337724,21.245980458044667,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,005,base,021,28,7,7,006,001,54.479815895702224,18.71863155437341,006,10,0.3,0,3,1,15,1,1,1,1,1,0
001,005,base,022,28,7,14,006,001,52.724825741961745,19.248463428140877,006,100,0.1,0,5,1,5,1,1,1,1,1,0
001,005,base,023,28,7,21,006,001,53.55872872392769,18.420507364185053,006,50,0.1,0,3,1,10,1,1,1,1,1,0
001,005,base,024,28,7,28,006,001,57.57669605466997,17.762454463680257,006,10,0.3,0,3,1,15,1,1,1,1,1,0
001,005,base,025,28,7,35,006,001,54.5140682772249,21.231881367182947,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,001,0,7,7,006,002,32.33041996357816,11.437599812429045,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,005,base,002,0,7,14,006,002,33.81529792197598,11.186699222385608,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,005,base,003,0,7,21,006,002,33.758284923174,11.278436974865917,006,10,0.3,0,4,1,20,1,1,1,1,1,0
001,005,base,004,0,7,28,006,002,34.447054974466084,11.179457571209234,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,005,base,005,0,7,35,006,002,34.57654423166667,10.85093083719155,006,10,0.3,0,4,1,20,1,1,1,1,1,0
001,005,base,006,7,7,7,006,002,39.7019749207676,14.679993563040643,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,007,7,7,14,006,002,39.8050234372223,14.437996968923313,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,005,base,008,7,7,21,006,002,34.96925194682879,14.317504454765652,006,10,0.3,0,3,1,20,1,1,1,1,1,0
001,005,base,009,7,7,28,006,002,34.90792873317046,14.080795947253444,006,10,0.3,0,4,1,20,1,1,1,1,1,0
001,005,base,010,7,7,35,006,002,41.12238479101629,13.590333879408053,006,50,0.1,0,3,1,10,1,1,1,1,1,0
001,005,base,011,14,7,7,006,002,40.30622739952201,16.583857083116115,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,012,14,7,14,006,002,40.70427573739902,16.44580789182705,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,013,14,7,21,006,002,41.1299732663714,15.92284799480014,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,014,14,7,28,006,002,41.35320873908734,15.412139900095735,006,25,0.1,0,4,1,20,1,1,1,1,1,0
001,005,base,015,14,7,35,006,002,41.86195529118513,15.092210956693393,006,25,0.1,0,4,1,20,1,1,1,1,1,0
001,005,base,016,21,7,7,006,002,41.16933620486699,17.8258705862528,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,017,21,7,14,006,002,41.608420415546526,17.49914816308134,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,005,base,018,21,7,21,006,002,41.44766988754409,16.890288761534535,006,25,0.1,0,6,1,20,1,1,1,1,1,0
001,005,base,019,21,7,28,006,002,42.16371843792051,16.846657922877018,006,25,0.1,0,4,1,20,1,1,1,1,1,0
001,005,base,020,21,7,35,006,002,42.33579900861777,16.494450485847725,006,25,0.1,0,5,1,20,1,1,1,1,1,0
001,005,base,021,28,7,7,006,002,44.57109481110813,18.512031171491596,006,10,0.3,0,3,1,15,1,1,1,1,1,0
001,005,base,022,28,7,14,006,002,41.982637804224666,18.13486284494139,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,005,base,023,28,7,21,006,002,40.470815507436,18.50217014917841,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,005,base,024,28,7,28,006,002,50.60932106716079,18.769599685140477,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,005,base,025,28,7,35,006,002,50.220771118774906,18.704413919693046,006,25,0.1,0,3,1,15,1,1,1,1,1,0
001,005,base,001,0,7,7,006,003,10.9445869532344,6.106578306712514,006,25,0.1,0,4,1,0,1,1,1,1,1,0
001,005,base,002,0,7,14,006,003,7.752701457258282,6.0722538157626,006,25,0.1,0,6,1,0,1,1,1,1,1,0
001,005,base,003,0,7,21,006,003,7.002104915693914,6.179068923893397,006,25,0.1,0,8,1,0,1,1,1,1,1,0
001,005,base,004,0,7,28,006,003,47.362548037827246,6.349270050698747,006,25,0.1,0,6,1,10,1,1,1,1,1,0
001,005,base,005,0,7,35,006,003,27.18467663005552,6.372191380253776,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,005,base,006,7,7,7,006,003,47.23669981155041,5.928787510931812,006,25,0.1,0,8,1,10,1,1,1,1,1,0
001,005,base,007,7,7,14,006,003,47.17420099097931,5.9094906347298934,006,25,0.1,0,8,1,10,1,1,1,1,1,0
001,005,base,008,7,7,21,006,003,47.38075323834107,5.972399343039228,006,25,0.1,0,4,1,10,1,1,1,1,1,0
001,005,base,009,7,7,28,006,003,47.61485418417448,5.972399343039228,006,25,0.1,0,4,1,10,1,1,1,1,1,0
001,005,base,010,7,7,35,006,003,28.708747711200225,5.409023459001619,006,10,0.1,0,4,1,0,1,1,1,1,1,0
001,005,base,011,14,7,7,006,003,31.313614547512657,5.885467378715398,006,10,0.1,0,4,1,0,1,1,1,1,1,0
001,005,base,012,14,7,14,006,003,32.79350758196746,5.99703696652175,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,005,base,013,14,7,21,006,003,47.65863741075734,6.164228050606015,006,10,0.1,0,7,1,25,1,1,1,1,1,0
001,005,base,014,14,7,28,006,003,28.88997954493642,5.857368070428867,006,10,0.1,0,6,1,0,1,1,1,1,1,0
001,005,base,015,14,7,35,006,003,48.30106333168674,5.81847645309136,006,10,0.1,0,4,1,25,1,1,1,1,1,0
001,005,base,016,21,7,7,006,003,47.42464265989531,5.59356301598324,006,10,0.1,0,5,1,25,1,1,1,1,1,0
001,005,base,017,21,7,14,006,003,47.66858826798395,5.574014439311883,006,10,0.1,0,4,1,25,1,1,1,1,1,0
001,005,base,018,21,7,21,006,003,48.019545937530694,5.658069183847757,006,10,0.1,0,4,1,25,1,1,1,1,1,0
001,005,base,019,21,7,28,006,003,48.28051046500339,5.5366264881413265,006,10,0.1,0,8,1,25,1,1,1,1,1,0
001,005,base,020,21,7,35,006,003,48.475083248670224,5.527286546199092,006,10,0.1,0,4,1,25,1,1,1,1,1,0
001,005,base,021,28,7,7,006,003,47.66594277791626,5.720915419706589,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,005,base,022,28,7,14,006,003,48.02929481418921,5.720915419706589,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,005,base,023,28,7,21,006,003,48.28302330365685,5.720915419706589,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,005,base,024,28,7,28,006,003,48.49767831884404,5.720915419706589,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,005,base,025,28,7,35,006,003,48.305450598122746,5.720915419706589,006,50,0.1,0,3,1,5,1,1,1,1,1,0
001,005,base,001,0,7,7,006,004,43.66941404469028,7.0914763385305335,006,10,0.1,0,4,1,25,1,1,1,1,1,0
001,005,base,002,0,7,14,006,004,43.851961894453694,7.227203794320189,006,10,0.1,0,8,1,25,1,1,1,1,1,0
001,005,base,003,0,7,21,006,004,47.007224813790025,7.112211931174109,006,10,0.1,0,7,1,20,1,1,1,1,1,0
001,005,base,004,0,7,28,006,004,43.90202542709394,7.422912696886743,006,10,0.1,0,8,1,25,1,1,1,1,1,0
001,005,base,005,0,7,35,006,004,44.069171364575276,7.319662980731992,006,10,0.1,0,6,1,25,1,1,1,1,1,0
