number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,010,base,001,0,7,7,006,001,2.9240026649198843,14.112143010373412,006,100,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,002,0,7,14,006,001,16.892633237384626,13.47901147369105,006,200,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,003,0,7,21,006,001,0.010552890650929531,13.067021897765018,006,200,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,004,0,7,28,006,001,2.4432371510086694,13.067469500801879,006,50,0.3,0,3,1,10,1,1,1,1,1,0
001,010,base,005,0,7,35,006,001,9.35882631068611,13.371650273937192,006,50,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,006,7,7,7,006,001,31.535669064878693,18.3825616347829,006,10,0.3,0,3,1,25,1,1,1,1,1,0
001,010,base,007,7,7,14,006,001,31.81325118776286,17.779136962066886,006,50,0.1,0,3,1,15,1,1,1,1,1,0
001,010,base,008,7,7,21,006,001,32.39983576412593,16.90301152745066,006,50,0.1,0,3,1,15,1,1,1,1,1,0
001,010,base,009,7,7,28,006,001,41.19150489216466,17.065871231597896,006,25,0.5,0,3,1,5,1,1,1,1,1,0
001,010,base,010,7,7,35,006,001,42.1345677142306,15.618953629109303,006,25,0.5,0,3,1,5,1,1,1,1,1,0
001,010,base,011,14,7,7,006,001,32.03504296704504,20.266426711749048,006,50,0.1,0,3,1,15,1,1,1,1,1,0
001,010,base,012,14,7,14,006,001,32.48907817111107,19.616569574585732,006,10,0.5,0,4,1,15,1,1,1,1,1,0
001,010,base,013,14,7,21,006,001,49.93902722598555,18.125122572730326,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,010,base,014,14,7,28,006,001,50.966789366393236,18.290315646666244,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,015,14,7,35,006,001,52.18427841089422,18.510816726010884,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,016,21,7,7,006,001,48.95519275336775,22.851815940247786,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,017,21,7,14,006,001,49.91470319239318,20.68154012058124,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,018,21,7,21,006,001,51.1018253484596,19.167781673315424,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,010,base,019,21,7,28,006,001,52.228903246652635,18.84652057928317,006,100,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,020,21,7,35,006,001,53.45831495709822,19.63395914603543,006,50,0.1,0,4,1,10,1,1,1,1,1,0
001,010,base,021,28,7,7,006,001,50.02639370687991,22.629650046605757,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,010,base,022,28,7,14,006,001,51.19172289925393,22.075088994555227,006,10,0.5,0,3,1,10,1,1,1,1,1,0
001,010,base,023,28,7,21,006,001,52.32997145583126,19.405002756562908,006,50,0.1,0,3,1,10,1,1,1,1,1,0
001,010,base,024,28,7,28,006,001,44.276093496381876,19.45416321963932,006,25,0.1,0,8,1,25,1,1,1,1,1,0
001,010,base,025,28,7,35,006,001,54.37507063722709,18.534537857866578,006,25,0.1,0,3,1,20,1,1,1,1,1,0
001,010,base,001,0,7,7,006,002,0.5689585627132893,15.258162856894797,006,100,0.1,0,5,1,0,1,1,1,1,1,0
001,010,base,002,0,7,14,006,002,2.7117642478921535,17.371154045333082,006,50,0.1,0,4,1,0,1,1,1,1,1,0
001,010,base,003,0,7,21,006,002,4.362813768124234,17.004079990289895,006,100,0.1,0,3,1,15,1,1,1,1,1,0
