number_xy,number_combination_features,name_data_set,number_combination_kNp,k,N,p,group_dates_train_test,number_dates_train_test,rmse_train,rmse_test,number_hyp_par_grid_xgb,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha
001,010,base,001,0,7,7,002,001,12.890741449754085,3.583705682654588,006,10,0.1,0,8,1,5,1,1,1,1,1,0
001,010,base,002,0,7,14,002,001,13.456433684777247,3.5560770924100913,006,10,0.1,0,7,1,5,1,1,1,1,1,0
001,010,base,003,0,7,21,002,001,13.628769748557563,2.411107621397861,006,10,0.1,0,6,1,5,1,1,1,1,1,0
001,010,base,004,0,7,28,002,001,12.28597631781172,1.9762627774627899,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,005,0,7,35,002,001,9.27898217103754,2.048257945337437,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,006,7,7,7,002,001,13.45426759585716,3.563299596628912,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,007,7,7,14,002,001,13.631745466722936,3.2208494217154064,006,10,0.1,0,7,1,5,1,1,1,1,1,0
001,010,base,008,7,7,21,002,001,12.284348458852216,2.147629888771192,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,009,7,7,28,002,001,9.28007104410002,2.3114945813458205,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,010,7,7,35,002,001,6.412544295592754,2.480056920401586,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,011,14,7,7,002,001,13.631675583433617,3.45874133768809,006,10,0.1,0,6,1,5,1,1,1,1,1,0
001,010,base,012,14,7,14,002,001,12.287059762529127,3.418913074312974,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,013,14,7,21,002,001,9.277802264823935,3.1699446996296214,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,014,14,7,28,002,001,6.413214687135396,3.03457792889711,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,015,14,7,35,002,001,4.071779333181585,2.9534342161216793,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,016,21,7,7,002,001,12.286082539146134,3.3357890838127875,006,10,0.1,0,7,1,5,1,1,1,1,1,0
001,010,base,017,21,7,14,002,001,6.781981245105905,3.407925217278169,006,10,0.1,0,5,1,10,1,1,1,1,1,0
001,010,base,018,21,7,21,002,001,6.41360857393103,3.152610188688986,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,019,21,7,28,002,001,4.0713686895332115,3.0974007022715178,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,020,21,7,35,002,001,3.4471686305954505,2.948768257789501,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,021,28,7,7,002,001,9.27896998070803,4.765639001740677,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,022,28,7,14,002,001,4.250725660713881,4.609449941443198,006,10,0.1,0,5,1,0,1,1,1,1,1,0
001,010,base,023,28,7,21,002,001,4.079743479291821,4.662696265098196,006,10,0.1,0,4,1,5,1,1,1,1,1,0
001,010,base,024,28,7,28,002,001,3.4540096776180205,4.45571885605418,006,10,0.1,0,3,1,5,1,1,1,1,1,0
001,010,base,025,28,7,35,002,001,0.1083925890541488,4.362743482838528,006,10,0.5,0,3,1,0,1,1,1,1,1,0
001,010,base,001,0,7,7,002,002,0.5345389794999117,38.55383226698219,006,10,0.7,0,4,1,0,1,1,1,1,1,0
001,010,base,002,0,7,14,002,002,3.938721321788368e-4,38.8853996686983,006,50,0.7,0,8,1,20,1,1,1,1,1,0
001,010,base,003,0,7,21,002,002,0.562934246587156,47.83442338549664,006,10,0.7,0,3,1,20,1,1,1,1,1,0
001,010,base,004,0,7,28,002,002,3.6019528207690535e-4,49.37743662498501,006,100,0.3,0,8,1,10,1,1,1,1,1,0
001,010,base,005,0,7,35,002,002,3.0619639317227464e-4,51.81855340059347,006,50,0.5,0,8,1,5,1,1,1,1,1,0
001,010,base,006,7,7,7,002,002,0.196935262968985,45.30916720157436,006,25,0.7,0,3,1,15,1,1,1,1,1,0
001,010,base,007,7,7,14,002,002,4.696093792656807e-4,49.44173356293571,006,50,0.7,0,4,1,20,1,1,1,1,1,0
001,010,base,008,7,7,21,002,002,4.3817929936577584e-4,52.786089385278856,006,100,0.3,0,7,1,10,1,1,1,1,1,0
001,010,base,009,7,7,28,002,002,3.3792869794019076e-4,55.633274865593464,006,100,0.7,0,4,1,5,1,1,1,1,1,0
001,010,base,010,7,7,35,002,002,3.9593458101906985e-4,52.85347418563289,006,200,0.1,0,8,1,10,1,1,1,1,1,0
001,010,base,011,14,7,7,002,002,0.6575837494236147,54.728486268861765,006,10,0.5,0,4,1,15,1,1,1,1,1,0
001,010,base,012,14,7,14,002,002,0.09849884209833569,55.152336204024365,006,25,0.3,0,6,1,10,1,1,1,1,1,0
001,010,base,013,14,7,21,002,002,0.09539170403757827,56.04359171534544,006,25,0.7,0,3,1,5,1,1,1,1,1,0
001,010,base,014,14,7,28,002,002,3.208123936869295e-4,57.82050652708185,006,50,0.7,0,8,1,10,1,1,1,1,1,0
001,010,base,015,14,7,35,002,002,3.236409037859805e-4,61.83443259192823,006,50,0.5,0,8,1,5,1,1,1,1,1,0
001,010,base,016,21,7,7,002,002,0.0017543571775447452,59.818947541963325,006,150,0.1,0,8,1,10,1,1,1,1,1,0
001,010,base,017,21,7,14,002,002,0.31191824014083874,59.283601147800454,006,10,0.7,0,5,1,5,1,1,1,1,1,0
001,010,base,018,21,7,21,002,002,3.413944116910018e-4,60.38188494711859,006,50,0.7,0,7,1,10,1,1,1,1,1,0
001,010,base,019,21,7,28,002,002,3.3850618662247873e-4,63.7514873513214,006,50,0.5,0,7,1,5,1,1,1,1,1,0
001,010,base,020,21,7,35,002,002,9.349524105976858e-4,63.938923666065804,006,25,0.5,0,8,1,5,1,1,1,1,1,0
001,010,base,021,28,7,7,002,002,0.4445429804700099,59.96391413019184,006,10,0.7,0,3,1,20,1,1,1,1,1,0
001,010,base,022,28,7,14,002,002,8.492616944146842e-4,62.2067681608058,006,50,0.5,0,4,1,0,1,1,1,1,1,0
001,010,base,023,28,7,21,002,002,0.020951956372197898,64.57666775235231,006,200,0.1,0,3,1,0,1,1,1,1,1,0
001,010,base,024,28,7,28,002,002,3.281768490257409e-4,64.74825829794156,006,50,0.5,0,8,1,5,1,1,1,1,1,0
001,010,base,025,28,7,35,002,002,3.2547156679581653e-4,64.5941990933311,006,50,0.5,0,8,1,5,1,1,1,1,1,0
001,010,base,001,0,7,7,002,003,10.369093563258167,11.23550459243266,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,002,0,7,14,002,003,10.331568901298061,11.003574106155316,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,003,0,7,21,002,003,10.432524565348668,11.27702737623298,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,004,0,7,28,002,003,10.40109992292177,11.774303443327595,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,005,0,7,35,002,003,10.490551353222727,13.890053062727048,006,25,0.1,0,3,1,25,1,1,1,1,1,0
001,010,base,006,7,7,7,002,003,19.874107247997358,14.149730195007985,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,007,7,7,14,002,003,15.86540613067508,14.021912568432631,006,10,0.1,0,3,1,0,1,1,1,1,1,0
001,010,base,008,7,7,21,002,003,20.44455737727303,14.024349034477273,006,25,0.1,0,3,1,15,1,1,1,1,1,0
001,010,base,009,7,7,28,002,003,20.541304730554835,14.142093657106424,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,010,7,7,35,002,003,20.800806615686948,14.092530734111719,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,011,14,7,7,002,003,20.606000591410528,9.444956485085791,006,25,0.1,0,3,1,15,1,1,1,1,1,0
001,010,base,012,14,7,14,002,003,20.746775445837045,9.619781908771039,006,25,0.1,0,3,1,15,1,1,1,1,1,0
001,010,base,013,14,7,21,002,003,20.632120348623232,8.420617246505309,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,014,14,7,28,002,003,20.911879587327437,10.297959340335552,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,015,14,7,35,002,003,22.410265682204624,10.665935817788025,006,10,0.7,0,3,1,5,1,1,1,1,1,0
001,010,base,016,21,7,7,002,003,20.5023652984177,7.566325266238585,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,017,21,7,14,002,003,20.637269045632078,7.1746832010495085,006,25,0.3,0,3,1,5,1,1,1,1,1,0
001,010,base,018,21,7,21,002,003,22.100484421517017,10.364868029413648,006,10,0.7,0,3,1,5,1,1,1,1,1,0
001,010,base,019,21,7,28,002,003,21.083679289780825,12.217746086617696,006,25,0.3,0,5,1,5,1,1,1,1,1,0
001,010,base,020,21,7,35,002,003,21.39893157256834,11.026153968250457,006,25,0.3,0,7,1,5,1,1,1,1,1,0
001,010,base,021,28,7,7,002,003,21.849363340942197,7.7894478772404465,006,10,0.7,0,4,1,5,1,1,1,1,1,0
001,010,base,022,28,7,14,002,003,22.281879405831404,10.362081979210988,006,10,0.7,0,3,1,5,1,1,1,1,1,0
